entity_id;total_amount_of_triples;relative_amount_of_triples
62221;91;0.068%
62963;91;0.068%
61993;91;0.068%
62313;91;0.068%
56899;91;0.068%
62545;91;0.068%
64992;91;0.068%
10810;90;0.067%
69925;90;0.067%
62990;90;0.067%
33945;90;0.067%
810;89;0.067%
62016;89;0.067%
64758;89;0.067%
11079;89;0.067%
30077;89;0.067%
19382;89;0.067%
14923;89;0.067%
24768;89;0.067%
31354;88;0.066%
8522;88;0.066%
61956;88;0.066%
46274;88;0.066%
72535;88;0.066%
10891;87;0.065%
13327;87;0.065%
7373;87;0.065%
20872;86;0.064%
29223;86;0.064%
74189;85;0.064%
62338;85;0.064%
6681;84;0.063%
29079;84;0.063%
42002;84;0.063%
62136;83;0.062%
11106;83;0.062%
26089;83;0.062%
8488;83;0.062%
40925;83;0.062%
62950;83;0.062%
25724;82;0.061%
63666;82;0.061%
62707;82;0.061%
11220;81;0.061%
13632;81;0.061%
63031;81;0.061%
49857;81;0.061%
62995;81;0.061%
63504;80;0.06%
6828;80;0.06%
47112;80;0.06%
29333;80;0.06%
45847;80;0.06%
30653;80;0.06%
70823;80;0.06%
68167;80;0.06%
6626;79;0.059%
64848;79;0.059%
26103;78;0.058%
13480;78;0.058%
29245;78;0.058%
38244;78;0.058%
63258;78;0.058%
46992;77;0.058%
54518;77;0.058%
41161;76;0.057%
63067;76;0.057%
62430;76;0.057%
61171;76;0.057%
29278;76;0.057%
1287;76;0.057%
54451;75;0.056%
64588;75;0.056%
41174;75;0.056%
11286;75;0.056%
27220;75;0.056%
29341;75;0.056%
37871;75;0.056%
25873;75;0.056%
61118;75;0.056%
68455;75;0.056%
28999;74;0.055%
24410;74;0.055%
50122;74;0.055%
33769;74;0.055%
40926;74;0.055%
56715;73;0.055%
54884;73;0.055%
64781;73;0.055%
33935;73;0.055%
70754;73;0.055%
62915;73;0.055%
20771;72;0.054%
7409;72;0.054%
29174;72;0.054%
63045;72;0.054%
70586;72;0.054%
38270;72;0.054%
63048;72;0.054%
62154;72;0.054%
62152;72;0.054%
41166;72;0.054%
64932;72;0.054%
14520;71;0.053%
63124;71;0.053%
63250;71;0.053%
20831;71;0.053%
53608;70;0.052%
63329;70;0.052%
64822;70;0.052%
61894;70;0.052%
37417;70;0.052%
32907;69;0.052%
62522;69;0.052%
20796;69;0.052%
64912;69;0.052%
21440;69;0.052%
18772;69;0.052%
36158;69;0.052%
13860;69;0.052%
74461;69;0.052%
29311;69;0.052%
64573;68;0.051%
61383;68;0.051%
64843;68;0.051%
20986;68;0.051%
63354;67;0.05%
30645;67;0.05%
63209;67;0.05%
19432;66;0.049%
13260;66;0.049%
63259;66;0.049%
22313;66;0.049%
61425;65;0.049%
30000;65;0.049%
67401;65;0.049%
54477;65;0.049%
62794;65;0.049%
67433;65;0.049%
21046;65;0.049%
63033;64;0.048%
69288;64;0.048%
70097;64;0.048%
29167;64;0.048%
61100;64;0.048%
6824;63;0.047%
29253;63;0.047%
29517;63;0.047%
74460;63;0.047%
7508;63;0.047%
62429;63;0.047%
22153;63;0.047%
62570;63;0.047%
63409;62;0.046%
63000;62;0.046%
61911;62;0.046%
21111;62;0.046%
49308;61;0.046%
62026;61;0.046%
62996;61;0.046%
56636;61;0.046%
44859;61;0.046%
8262;61;0.046%
63047;61;0.046%
63128;60;0.045%
41152;60;0.045%
20910;60;0.045%
24764;60;0.045%
54018;60;0.045%
61116;60;0.045%
46209;60;0.045%
26658;60;0.045%
55880;60;0.045%
41148;59;0.044%
41045;59;0.044%
73583;59;0.044%
49347;59;0.044%
33768;59;0.044%
7536;59;0.044%
24315;59;0.044%
64589;59;0.044%
37532;59;0.044%
70898;58;0.043%
41215;58;0.043%
24046;58;0.043%
44872;58;0.043%
69051;58;0.043%
29321;57;0.043%
63098;57;0.043%
30553;57;0.043%
55499;57;0.043%
34456;57;0.043%
37418;57;0.043%
24388;57;0.043%
22256;57;0.043%
20424;57;0.043%
19229;57;0.043%
61974;56;0.042%
62093;56;0.042%
62024;56;0.042%
64722;56;0.042%
26075;56;0.042%
23044;56;0.042%
61769;56;0.042%
64023;56;0.042%
25820;55;0.041%
59846;55;0.041%
27691;55;0.041%
72759;54;0.04%
63102;54;0.04%
59531;54;0.04%
62809;54;0.04%
32812;54;0.04%
26026;54;0.04%
29811;54;0.04%
6764;54;0.04%
56680;54;0.04%
30552;54;0.04%
43262;54;0.04%
26040;54;0.04%
7476;53;0.04%
64996;53;0.04%
74459;53;0.04%
56507;53;0.04%
37401;53;0.04%
36142;53;0.04%
72785;53;0.04%
30652;53;0.04%
30551;53;0.04%
25179;53;0.04%
28160;53;0.04%
56875;52;0.039%
37463;52;0.039%
56921;52;0.039%
49746;52;0.039%
63284;52;0.039%
29261;52;0.039%
29134;52;0.039%
61651;51;0.038%
62543;51;0.038%
27925;51;0.038%
61092;51;0.038%
19171;51;0.038%
12901;51;0.038%
29185;51;0.038%
61967;51;0.038%
21402;51;0.038%
28248;50;0.037%
64672;50;0.037%
71945;50;0.037%
64750;50;0.037%
33578;50;0.037%
63073;50;0.037%
62747;50;0.037%
63466;50;0.037%
50054;50;0.037%
29116;50;0.037%
62902;50;0.037%
59635;50;0.037%
24384;50;0.037%
46023;50;0.037%
64575;50;0.037%
46664;49;0.037%
29929;49;0.037%
58212;49;0.037%
26027;49;0.037%
26028;49;0.037%
8449;49;0.037%
25707;49;0.037%
56764;49;0.037%
64741;49;0.037%
25154;49;0.037%
29051;49;0.037%
62964;49;0.037%
62304;49;0.037%
69122;49;0.037%
62011;49;0.037%
62251;49;0.037%
29021;49;0.037%
69297;48;0.036%
59337;48;0.036%
19011;48;0.036%
33378;48;0.036%
62640;48;0.036%
12911;48;0.036%
21123;48;0.036%
22100;48;0.036%
7582;48;0.036%
11181;48;0.036%
6723;48;0.036%
14111;48;0.036%
24467;48;0.036%
65162;48;0.036%
65167;48;0.036%
21514;47;0.035%
64711;47;0.035%
54017;47;0.035%
35627;47;0.035%
53239;47;0.035%
64727;47;0.035%
35587;47;0.035%
55526;47;0.035%
29348;47;0.035%
61786;47;0.035%
23466;46;0.034%
30985;46;0.034%
34375;46;0.034%
64702;46;0.034%
55137;46;0.034%
58774;46;0.034%
21104;46;0.034%
29682;46;0.034%
34593;46;0.034%
29275;46;0.034%
29241;46;0.034%
54183;46;0.034%
23086;46;0.034%
68882;46;0.034%
56544;46;0.034%
68356;46;0.034%
29854;46;0.034%
28989;45;0.034%
24673;45;0.034%
72670;45;0.034%
28344;45;0.034%
52060;45;0.034%
11094;45;0.034%
62029;45;0.034%
31541;45;0.034%
25860;45;0.034%
12327;44;0.033%
60327;44;0.033%
62350;44;0.033%
62631;44;0.033%
70756;44;0.033%
13132;44;0.033%
25052;44;0.033%
43374;44;0.033%
34224;44;0.033%
29171;44;0.033%
62825;44;0.033%
64984;44;0.033%
62638;44;0.033%
61765;44;0.033%
29371;43;0.032%
31190;43;0.032%
62034;43;0.032%
61204;43;0.032%
44838;43;0.032%
62927;43;0.032%
59345;43;0.032%
61977;43;0.032%
31480;43;0.032%
44544;43;0.032%
22323;43;0.032%
13408;43;0.032%
29356;43;0.032%
7481;43;0.032%
64558;43;0.032%
11801;43;0.032%
48079;43;0.032%
20740;43;0.032%
56424;43;0.032%
31232;43;0.032%
45309;42;0.031%
25132;42;0.031%
68849;42;0.031%
41079;42;0.031%
14174;42;0.031%
29723;42;0.031%
18827;42;0.031%
72528;42;0.031%
37402;42;0.031%
40071;42;0.031%
29149;42;0.031%
14655;42;0.031%
62132;42;0.031%
24231;42;0.031%
34368;42;0.031%
41766;41;0.031%
14806;41;0.031%
56022;41;0.031%
61888;41;0.031%
54881;41;0.031%
62094;41;0.031%
43511;41;0.031%
62335;41;0.031%
46126;41;0.031%
29166;41;0.031%
29564;41;0.031%
30644;41;0.031%
62634;41;0.031%
29290;41;0.031%
25348;41;0.031%
62984;41;0.031%
62079;41;0.031%
44226;41;0.031%
34373;41;0.031%
62986;40;0.03%
62674;40;0.03%
35373;40;0.03%
7400;40;0.03%
64800;40;0.03%
45902;40;0.03%
29802;40;0.03%
64778;40;0.03%
35016;40;0.03%
41226;40;0.03%
35546;40;0.03%
43759;40;0.03%
7050;40;0.03%
22073;40;0.03%
68881;40;0.03%
63068;40;0.03%
72225;40;0.03%
64823;40;0.03%
30567;40;0.03%
30458;39;0.029%
5427;39;0.029%
54909;39;0.029%
40260;39;0.029%
29102;39;0.029%
56462;39;0.029%
7387;39;0.029%
61298;39;0.029%
33469;39;0.029%
24003;39;0.029%
6884;39;0.029%
18797;39;0.029%
55353;39;0.029%
74457;39;0.029%
74458;39;0.029%
29279;39;0.029%
40970;39;0.029%
15308;39;0.029%
63212;39;0.029%
33603;39;0.029%
35898;39;0.029%
13766;39;0.029%
21388;39;0.029%
29997;39;0.029%
25306;39;0.029%
62601;39;0.029%
37878;39;0.029%
11124;39;0.029%
23904;38;0.028%
64957;38;0.028%
70258;38;0.028%
64808;38;0.028%
38286;38;0.028%
23823;38;0.028%
70771;38;0.028%
62553;38;0.028%
60986;38;0.028%
68899;38;0.028%
24232;38;0.028%
31110;38;0.028%
25129;38;0.028%
41763;38;0.028%
14740;38;0.028%
63337;38;0.028%
23792;38;0.028%
64803;38;0.028%
70185;38;0.028%
34964;38;0.028%
62656;37;0.028%
59054;37;0.028%
34542;37;0.028%
30996;37;0.028%
54369;37;0.028%
29053;37;0.028%
54527;37;0.028%
27884;37;0.028%
70237;37;0.028%
30364;37;0.028%
32660;37;0.028%
24712;37;0.028%
24774;37;0.028%
72460;37;0.028%
23147;37;0.028%
29093;37;0.028%
54906;37;0.028%
30561;37;0.028%
17255;37;0.028%
14335;37;0.028%
28334;37;0.028%
56603;37;0.028%
64913;37;0.028%
31115;37;0.028%
62665;37;0.028%
20960;37;0.028%
28783;36;0.027%
64690;36;0.027%
37633;36;0.027%
30001;36;0.027%
68864;36;0.027%
31096;36;0.027%
29170;36;0.027%
63406;36;0.027%
28820;36;0.027%
29103;36;0.027%
22962;36;0.027%
55176;36;0.027%
8259;36;0.027%
25461;36;0.027%
45500;36;0.027%
27117;36;0.027%
29176;36;0.027%
62625;36;0.027%
40891;36;0.027%
30659;36;0.027%
13595;36;0.027%
41200;36;0.027%
72175;36;0.027%
64785;36;0.027%
64940;36;0.027%
56613;36;0.027%
7548;36;0.027%
56521;35;0.026%
29165;35;0.026%
57430;35;0.026%
55307;35;0.026%
52582;35;0.026%
21629;35;0.026%
14573;35;0.026%
54173;35;0.026%
62960;35;0.026%
48338;35;0.026%
12955;35;0.026%
70528;35;0.026%
44480;35;0.026%
64561;35;0.026%
26148;35;0.026%
56798;35;0.026%
61912;35;0.026%
11729;35;0.026%
41063;35;0.026%
37604;35;0.026%
59840;35;0.026%
74154;35;0.026%
21672;35;0.026%
35923;35;0.026%
29213;34;0.025%
29040;34;0.025%
13364;34;0.025%
68456;34;0.025%
57085;34;0.025%
61605;34;0.025%
72679;34;0.025%
37430;34;0.025%
25035;34;0.025%
62616;34;0.025%
62031;34;0.025%
26066;34;0.025%
41183;34;0.025%
11171;34;0.025%
62030;34;0.025%
62817;34;0.025%
25440;34;0.025%
59545;34;0.025%
55537;34;0.025%
34684;34;0.025%
22102;34;0.025%
8506;34;0.025%
73169;34;0.025%
28071;34;0.025%
43640;34;0.025%
51048;34;0.025%
14112;34;0.025%
12654;34;0.025%
23854;34;0.025%
41767;34;0.025%
5817;34;0.025%
22951;34;0.025%
57368;34;0.025%
41756;33;0.025%
28510;33;0.025%
29408;33;0.025%
18922;33;0.025%
40094;33;0.025%
19735;33;0.025%
19181;33;0.025%
40992;33;0.025%
8514;33;0.025%
38311;33;0.025%
29417;33;0.025%
7519;33;0.025%
28579;33;0.025%
62589;33;0.025%
6720;33;0.025%
69133;33;0.025%
41757;33;0.025%
40154;33;0.025%
57365;33;0.025%
40895;33;0.025%
27465;33;0.025%
68904;33;0.025%
23120;32;0.024%
30562;32;0.024%
21461;32;0.024%
23362;32;0.024%
62923;32;0.024%
32715;32;0.024%
37589;32;0.024%
20953;32;0.024%
62249;32;0.024%
29095;32;0.024%
24758;32;0.024%
31481;32;0.024%
22154;32;0.024%
29360;32;0.024%
30704;32;0.024%
32896;32;0.024%
53425;32;0.024%
74455;32;0.024%
31393;32;0.024%
64845;32;0.024%
21241;32;0.024%
46146;32;0.024%
37581;32;0.024%
62443;32;0.024%
29334;32;0.024%
40983;32;0.024%
6931;32;0.024%
63001;32;0.024%
26095;32;0.024%
56635;32;0.024%
56079;32;0.024%
21504;32;0.024%
72511;32;0.024%
35221;32;0.024%
29535;32;0.024%
33739;32;0.024%
73596;32;0.024%
69806;32;0.024%
34107;32;0.024%
30651;32;0.024%
29666;32;0.024%
24249;32;0.024%
29347;32;0.024%
61093;31;0.023%
60790;31;0.023%
52821;31;0.023%
62682;31;0.023%
23611;31;0.023%
22368;31;0.023%
27687;31;0.023%
12160;31;0.023%
62121;31;0.023%
29850;31;0.023%
61105;31;0.023%
29758;31;0.023%
62508;31;0.023%
24882;31;0.023%
55127;31;0.023%
57096;31;0.023%
22904;31;0.023%
29407;31;0.023%
62899;31;0.023%
55133;31;0.023%
72516;31;0.023%
74456;31;0.023%
17141;31;0.023%
28027;31;0.023%
4477;31;0.023%
68875;31;0.023%
14146;31;0.023%
48046;30;0.022%
29355;30;0.022%
41761;30;0.022%
28987;30;0.022%
63308;30;0.022%
11164;30;0.022%
41758;30;0.022%
21407;30;0.022%
29078;30;0.022%
37446;30;0.022%
22746;30;0.022%
73771;30;0.022%
56511;30;0.022%
63368;30;0.022%
5382;30;0.022%
41177;30;0.022%
41764;30;0.022%
72027;30;0.022%
41140;30;0.022%
62353;30;0.022%
18945;30;0.022%
29092;30;0.022%
62392;30;0.022%
37910;30;0.022%
31088;30;0.022%
70641;30;0.022%
20975;30;0.022%
37500;30;0.022%
74452;30;0.022%
11142;30;0.022%
34464;29;0.022%
30518;29;0.022%
28721;29;0.022%
57844;29;0.022%
61980;29;0.022%
12789;29;0.022%
68924;29;0.022%
17390;29;0.022%
25240;29;0.022%
16382;29;0.022%
68966;29;0.022%
28509;29;0.022%
28437;29;0.022%
29340;29;0.022%
23931;29;0.022%
23790;29;0.022%
61994;29;0.022%
14352;29;0.022%
13930;29;0.022%
35915;29;0.022%
37676;29;0.022%
56472;29;0.022%
46449;29;0.022%
33088;29;0.022%
7379;29;0.022%
69843;28;0.021%
37536;28;0.021%
44488;28;0.021%
61156;28;0.021%
71956;28;0.021%
49174;28;0.021%
37439;28;0.021%
22053;28;0.021%
45094;28;0.021%
34567;28;0.021%
62153;28;0.021%
29022;28;0.021%
27637;28;0.021%
48423;28;0.021%
30566;28;0.021%
54855;28;0.021%
61077;28;0.021%
8504;28;0.021%
62342;28;0.021%
25827;28;0.021%
41762;28;0.021%
41291;28;0.021%
62037;28;0.021%
54219;28;0.021%
68568;28;0.021%
12813;28;0.021%
26125;28;0.021%
63232;28;0.021%
67329;28;0.021%
7587;28;0.021%
29136;28;0.021%
56015;28;0.021%
62245;28;0.021%
41244;28;0.021%
42693;28;0.021%
29388;28;0.021%
59584;28;0.021%
13817;28;0.021%
46572;28;0.021%
10658;28;0.021%
62954;28;0.021%
70802;28;0.021%
51812;28;0.021%
24896;28;0.021%
41240;28;0.021%
15370;28;0.021%
37462;28;0.021%
7489;28;0.021%
34607;28;0.021%
37578;27;0.02%
32775;27;0.02%
7471;27;0.02%
56928;27;0.02%
72367;27;0.02%
56624;27;0.02%
36083;27;0.02%
8519;27;0.02%
26056;27;0.02%
38215;27;0.02%
7470;27;0.02%
64299;27;0.02%
72161;27;0.02%
59808;27;0.02%
25848;27;0.02%
36074;27;0.02%
40241;27;0.02%
27758;27;0.02%
68182;27;0.02%
35473;27;0.02%
51237;27;0.02%
21017;27;0.02%
67376;27;0.02%
40202;27;0.02%
21804;27;0.02%
55949;27;0.02%
13650;27;0.02%
24619;27;0.02%
20966;27;0.02%
26090;27;0.02%
62967;27;0.02%
58518;27;0.02%
63261;27;0.02%
74438;27;0.02%
54433;27;0.02%
20931;27;0.02%
34474;27;0.02%
29268;27;0.02%
35663;27;0.02%
14330;27;0.02%
32891;26;0.019%
25874;26;0.019%
49216;26;0.019%
29024;26;0.019%
52677;26;0.019%
8303;26;0.019%
29012;26;0.019%
35819;26;0.019%
54340;26;0.019%
62951;26;0.019%
35214;26;0.019%
54240;26;0.019%
5415;26;0.019%
37539;26;0.019%
14541;26;0.019%
29232;26;0.019%
67885;26;0.019%
29059;26;0.019%
69729;26;0.019%
31109;26;0.019%
6743;26;0.019%
61893;26;0.019%
13058;26;0.019%
41760;26;0.019%
41100;26;0.019%
40688;26;0.019%
30565;26;0.019%
11716;26;0.019%
27700;26;0.019%
74453;26;0.019%
13937;26;0.019%
72112;26;0.019%
50371;26;0.019%
7375;26;0.019%
55528;26;0.019%
28548;26;0.019%
56448;26;0.019%
62706;26;0.019%
74447;26;0.019%
20775;26;0.019%
54907;26;0.019%
56018;26;0.019%
24214;26;0.019%
23661;26;0.019%
64882;26;0.019%
62523;26;0.019%
11290;26;0.019%
29249;26;0.019%
55300;26;0.019%
40594;26;0.019%
72061;26;0.019%
29405;26;0.019%
64966;26;0.019%
33156;26;0.019%
56391;25;0.019%
62010;25;0.019%
37019;25;0.019%
48500;25;0.019%
40824;25;0.019%
73494;25;0.019%
25710;25;0.019%
43721;25;0.019%
41765;25;0.019%
46767;25;0.019%
14793;25;0.019%
72652;25;0.019%
63333;25;0.019%
23030;25;0.019%
27474;25;0.019%
64512;25;0.019%
41002;25;0.019%
21532;25;0.019%
19279;25;0.019%
20908;25;0.019%
24153;25;0.019%
43732;25;0.019%
68912;25;0.019%
72233;25;0.019%
8461;25;0.019%
74454;25;0.019%
14028;25;0.019%
54234;25;0.019%
63688;25;0.019%
62358;25;0.019%
11289;25;0.019%
62388;25;0.019%
33876;25;0.019%
24059;25;0.019%
73518;25;0.019%
29081;24;0.018%
74451;24;0.018%
63103;24;0.018%
49775;24;0.018%
62913;24;0.018%
7467;24;0.018%
14986;24;0.018%
47090;24;0.018%
23548;24;0.018%
46682;24;0.018%
26076;24;0.018%
14715;24;0.018%
28336;24;0.018%
59170;24;0.018%
14855;24;0.018%
62633;24;0.018%
38025;24;0.018%
68866;24;0.018%
67261;24;0.018%
30635;24;0.018%
6185;24;0.018%
25355;24;0.018%
43863;24;0.018%
67764;24;0.018%
50062;24;0.018%
59160;24;0.018%
35126;24;0.018%
60609;24;0.018%
64438;24;0.018%
56398;24;0.018%
16738;24;0.018%
12871;24;0.018%
68870;24;0.018%
6635;24;0.018%
27476;24;0.018%
62571;24;0.018%
7335;24;0.018%
32691;24;0.018%
37480;24;0.018%
21319;24;0.018%
64619;24;0.018%
34747;24;0.018%
29147;24;0.018%
30564;24;0.018%
53430;24;0.018%
40979;23;0.017%
55525;23;0.017%
63152;23;0.017%
62972;23;0.017%
26092;23;0.017%
29444;23;0.017%
22174;23;0.017%
41011;23;0.017%
40993;23;0.017%
25378;23;0.017%
27958;23;0.017%
37957;23;0.017%
29182;23;0.017%
38154;23;0.017%
59400;23;0.017%
29382;23;0.017%
35459;23;0.017%
54507;23;0.017%
47191;23;0.017%
35115;23;0.017%
70281;23;0.017%
29344;23;0.017%
63260;23;0.017%
14978;23;0.017%
12453;23;0.017%
56065;23;0.017%
23385;23;0.017%
38172;23;0.017%
33922;23;0.017%
20388;23;0.017%
56933;23;0.017%
12513;23;0.017%
62239;23;0.017%
45763;23;0.017%
56106;23;0.017%
56579;23;0.017%
33999;23;0.017%
29862;23;0.017%
12583;23;0.017%
56078;23;0.017%
61083;23;0.017%
22688;23;0.017%
32668;23;0.017%
62222;23;0.017%
43643;23;0.017%
56938;23;0.017%
11828;23;0.017%
21579;23;0.017%
25282;23;0.017%
28019;23;0.017%
24497;23;0.017%
73125;23;0.017%
64656;23;0.017%
8436;22;0.016%
62599;22;0.016%
63205;22;0.016%
22584;22;0.016%
53133;22;0.016%
61223;22;0.016%
63265;22;0.016%
56054;22;0.016%
56506;22;0.016%
72336;22;0.016%
53162;22;0.016%
29441;22;0.016%
59027;22;0.016%
63511;22;0.016%
18895;22;0.016%
23119;22;0.016%
59870;22;0.016%
26058;22;0.016%
48649;22;0.016%
58223;22;0.016%
14292;22;0.016%
68831;22;0.016%
47450;22;0.016%
6688;22;0.016%
55042;22;0.016%
60976;22;0.016%
30563;22;0.016%
28269;22;0.016%
68270;22;0.016%
59603;22;0.016%
22385;22;0.016%
34401;22;0.016%
27805;22;0.016%
23157;22;0.016%
29202;22;0.016%
56306;22;0.016%
23987;22;0.016%
28673;22;0.016%
51761;22;0.016%
22008;22;0.016%
31230;22;0.016%
29295;22;0.016%
30636;22;0.016%
68199;22;0.016%
35405;22;0.016%
25671;22;0.016%
37374;22;0.016%
64806;22;0.016%
25909;22;0.016%
7501;22;0.016%
24173;22;0.016%
11303;22;0.016%
50058;22;0.016%
41759;22;0.016%
64636;22;0.016%
29224;22;0.016%
70821;22;0.016%
62027;21;0.016%
34174;21;0.016%
44832;21;0.016%
40971;21;0.016%
74449;21;0.016%
33152;21;0.016%
50197;21;0.016%
56838;21;0.016%
53209;21;0.016%
30650;21;0.016%
48966;21;0.016%
62697;21;0.016%
46003;21;0.016%
29852;21;0.016%
25060;21;0.016%
11155;21;0.016%
12002;21;0.016%
57374;21;0.016%
21242;21;0.016%
25895;21;0.016%
13120;21;0.016%
35481;21;0.016%
62088;21;0.016%
25318;21;0.016%
49706;21;0.016%
62006;21;0.016%
45949;21;0.016%
7325;21;0.016%
40911;21;0.016%
32782;21;0.016%
12915;21;0.016%
12103;21;0.016%
5517;21;0.016%
62077;21;0.016%
53117;21;0.016%
61157;21;0.016%
55369;21;0.016%
28611;21;0.016%
16437;21;0.016%
37608;21;0.016%
29046;21;0.016%
21849;21;0.016%
31406;21;0.016%
10638;21;0.016%
38610;21;0.016%
73044;21;0.016%
6798;21;0.016%
27832;21;0.016%
69142;21;0.016%
43864;21;0.016%
31695;21;0.016%
55623;21;0.016%
23793;21;0.016%
27779;21;0.016%
30550;21;0.016%
6866;21;0.016%
29145;20;0.015%
19178;20;0.015%
60225;20;0.015%
30120;20;0.015%
25708;20;0.015%
54126;20;0.015%
58888;20;0.015%
49519;20;0.015%
45776;20;0.015%
54039;20;0.015%
62387;20;0.015%
62891;20;0.015%
29067;20;0.015%
37801;20;0.015%
8145;20;0.015%
27622;20;0.015%
16854;20;0.015%
10330;20;0.015%
12628;20;0.015%
68877;20;0.015%
27191;20;0.015%
29297;20;0.015%
29285;20;0.015%
24198;20;0.015%
6917;20;0.015%
21443;20;0.015%
29126;20;0.015%
6636;20;0.015%
