entity_id;total_amount_of_triples;relative_amount_of_triples
8915;222;0.082%
7602;221;0.081%
4763;220;0.081%
5287;219;0.08%
9535;219;0.08%
12573;219;0.08%
12319;213;0.078%
1554;212;0.078%
5213;211;0.078%
8465;210;0.077%
4436;210;0.077%
629;209;0.077%
4723;208;0.076%
11098;208;0.076%
5924;208;0.076%
10930;206;0.076%
11362;206;0.076%
825;203;0.075%
8357;203;0.075%
9553;202;0.074%
7413;201;0.074%
6154;200;0.073%
2197;199;0.073%
441;199;0.073%
3909;198;0.073%
7113;198;0.073%
8572;198;0.073%
13241;197;0.072%
3382;197;0.072%
8681;197;0.072%
6201;196;0.072%
12994;196;0.072%
14196;194;0.071%
1207;194;0.071%
9584;194;0.071%
4677;193;0.071%
8706;191;0.07%
7718;190;0.07%
1125;190;0.07%
1566;190;0.07%
4917;190;0.07%
13414;189;0.069%
6203;189;0.069%
9559;188;0.069%
12578;188;0.069%
11870;188;0.069%
2256;187;0.069%
2475;186;0.068%
839;186;0.068%
7535;185;0.068%
4438;185;0.068%
4280;185;0.068%
2716;185;0.068%
9226;185;0.068%
4967;184;0.068%
11857;184;0.068%
1085;183;0.067%
5874;183;0.067%
8134;182;0.067%
8688;182;0.067%
6945;182;0.067%
8976;182;0.067%
716;182;0.067%
4285;182;0.067%
8160;182;0.067%
11871;181;0.067%
2926;181;0.067%
2640;181;0.067%
990;181;0.067%
2012;180;0.066%
11094;180;0.066%
9314;180;0.066%
4883;179;0.066%
8132;178;0.065%
10635;178;0.065%
8449;176;0.065%
12794;176;0.065%
7983;176;0.065%
5359;176;0.065%
9014;176;0.065%
12501;176;0.065%
1092;175;0.064%
9758;175;0.064%
5382;174;0.064%
5821;174;0.064%
13753;173;0.064%
12329;172;0.063%
9895;171;0.063%
4560;171;0.063%
11070;171;0.063%
7716;170;0.062%
9818;170;0.062%
7143;170;0.062%
11203;169;0.062%
4852;168;0.062%
13020;168;0.062%
4918;167;0.061%
14396;167;0.061%
5146;165;0.061%
8129;165;0.061%
9592;165;0.061%
619;165;0.061%
13367;164;0.06%
1290;164;0.06%
8207;164;0.06%
2227;164;0.06%
829;163;0.06%
10890;163;0.06%
8512;163;0.06%
10552;162;0.06%
9812;162;0.06%
5110;162;0.06%
2998;162;0.06%
9255;162;0.06%
12031;161;0.059%
6434;160;0.059%
337;160;0.059%
8925;159;0.058%
2251;159;0.058%
5838;159;0.058%
12696;158;0.058%
4931;157;0.058%
10582;157;0.058%
10366;157;0.058%
8450;157;0.058%
8247;157;0.058%
7120;156;0.057%
12886;156;0.057%
3434;156;0.057%
12908;156;0.057%
10609;155;0.057%
5952;155;0.057%
5351;155;0.057%
4101;155;0.057%
8229;154;0.057%
4488;154;0.057%
5618;154;0.057%
13462;154;0.057%
2073;153;0.056%
13486;153;0.056%
10605;153;0.056%
8366;152;0.056%
8809;152;0.056%
9122;152;0.056%
4554;152;0.056%
9619;152;0.056%
4909;152;0.056%
14025;151;0.055%
9925;151;0.055%
12917;151;0.055%
8746;151;0.055%
903;150;0.055%
5365;150;0.055%
13005;150;0.055%
13125;150;0.055%
8694;150;0.055%
11545;150;0.055%
5868;149;0.055%
10894;149;0.055%
10346;149;0.055%
10199;149;0.055%
8956;148;0.054%
9530;148;0.054%
11349;148;0.054%
12249;147;0.054%
7672;147;0.054%
13284;147;0.054%
6623;147;0.054%
4100;146;0.054%
14060;146;0.054%
5282;145;0.053%
5268;145;0.053%
8052;145;0.053%
6289;145;0.053%
1921;144;0.053%
10647;144;0.053%
2818;144;0.053%
4183;144;0.053%
6352;143;0.053%
9972;143;0.053%
12529;143;0.053%
11869;142;0.052%
2703;142;0.052%
6336;142;0.052%
11599;142;0.052%
4412;141;0.052%
5208;141;0.052%
10377;141;0.052%
3240;141;0.052%
1337;141;0.052%
12680;141;0.052%
6486;140;0.051%
6513;140;0.051%
4853;140;0.051%
10402;140;0.051%
3230;140;0.051%
982;140;0.051%
1966;139;0.051%
6058;139;0.051%
830;139;0.051%
531;139;0.051%
11672;139;0.051%
453;139;0.051%
9991;139;0.051%
14517;138;0.051%
800;138;0.051%
1394;138;0.051%
9370;138;0.051%
12668;138;0.051%
6559;138;0.051%
9784;138;0.051%
9468;138;0.051%
13411;137;0.05%
7092;137;0.05%
2325;136;0.05%
11971;136;0.05%
13056;136;0.05%
2762;136;0.05%
6061;135;0.05%
10889;135;0.05%
9516;135;0.05%
4211;135;0.05%
12499;135;0.05%
7912;135;0.05%
5196;135;0.05%
4443;134;0.049%
9779;134;0.049%
5317;134;0.049%
10708;134;0.049%
7070;134;0.049%
1910;133;0.049%
6393;133;0.049%
10448;133;0.049%
9889;133;0.049%
9555;132;0.049%
11847;132;0.049%
4600;131;0.048%
451;131;0.048%
14059;131;0.048%
841;131;0.048%
534;131;0.048%
14382;131;0.048%
743;131;0.048%
10455;130;0.048%
10371;130;0.048%
758;130;0.048%
12553;130;0.048%
3617;130;0.048%
2448;130;0.048%
4548;130;0.048%
11049;130;0.048%
2844;129;0.047%
5181;129;0.047%
732;129;0.047%
1692;129;0.047%
5859;129;0.047%
13580;129;0.047%
268;129;0.047%
13565;128;0.047%
13540;127;0.047%
9913;127;0.047%
8514;127;0.047%
2960;127;0.047%
10888;127;0.047%
1873;127;0.047%
242;127;0.047%
6781;126;0.046%
10553;126;0.046%
10934;126;0.046%
2574;126;0.046%
646;125;0.046%
12766;125;0.046%
749;125;0.046%
9493;125;0.046%
8467;124;0.046%
6729;124;0.046%
5293;124;0.046%
10988;124;0.046%
11979;124;0.046%
11829;123;0.045%
4981;123;0.045%
7161;123;0.045%
4587;123;0.045%
12679;123;0.045%
12691;123;0.045%
7786;122;0.045%
2332;122;0.045%
10368;122;0.045%
11809;122;0.045%
13970;122;0.045%
9099;122;0.045%
5831;122;0.045%
7705;122;0.045%
1233;121;0.044%
8888;121;0.044%
4572;121;0.044%
12536;121;0.044%
10376;121;0.044%
11856;121;0.044%
2066;121;0.044%
10044;121;0.044%
4149;121;0.044%
10980;120;0.044%
10683;120;0.044%
12033;120;0.044%
1040;120;0.044%
10689;120;0.044%
7676;120;0.044%
8818;120;0.044%
3344;120;0.044%
6495;120;0.044%
7268;119;0.044%
4925;119;0.044%
8707;119;0.044%
2235;119;0.044%
1257;119;0.044%
67;119;0.044%
9396;119;0.044%
8016;119;0.044%
13412;119;0.044%
5285;119;0.044%
10856;119;0.044%
11169;119;0.044%
8941;118;0.043%
9150;118;0.043%
7861;118;0.043%
4862;118;0.043%
4493;118;0.043%
310;118;0.043%
10493;118;0.043%
3358;118;0.043%
2486;117;0.043%
11286;117;0.043%
4599;117;0.043%
2424;117;0.043%
8695;117;0.043%
5861;117;0.043%
8542;117;0.043%
8605;117;0.043%
12543;117;0.043%
5486;116;0.043%
10168;116;0.043%
11317;116;0.043%
11712;116;0.043%
10008;115;0.042%
5269;115;0.042%
5500;115;0.042%
11334;115;0.042%
2748;115;0.042%
2853;115;0.042%
8291;115;0.042%
13145;114;0.042%
10067;114;0.042%
490;114;0.042%
111;114;0.042%
3515;114;0.042%
11361;114;0.042%
3114;114;0.042%
706;114;0.042%
6763;114;0.042%
12390;114;0.042%
10367;114;0.042%
8504;113;0.042%
8249;113;0.042%
13602;113;0.042%
6335;113;0.042%
4595;113;0.042%
3489;113;0.042%
7677;113;0.042%
6542;113;0.042%
6226;113;0.042%
9155;113;0.042%
8464;112;0.041%
11074;112;0.041%
418;112;0.041%
6630;112;0.041%
12324;112;0.041%
9837;112;0.041%
2718;112;0.041%
7233;112;0.041%
9985;112;0.041%
2755;111;0.041%
8384;111;0.041%
2026;111;0.041%
11040;111;0.041%
4494;111;0.041%
8497;111;0.041%
2282;111;0.041%
3190;111;0.041%
4549;111;0.041%
9706;111;0.041%
6800;110;0.04%
5629;110;0.04%
1246;110;0.04%
3488;110;0.04%
432;110;0.04%
9513;110;0.04%
12570;110;0.04%
10388;110;0.04%
7139;110;0.04%
2764;110;0.04%
5934;110;0.04%
10086;109;0.04%
10174;109;0.04%
4597;109;0.04%
4533;109;0.04%
5182;108;0.04%
10895;108;0.04%
1414;108;0.04%
10166;108;0.04%
3246;108;0.04%
764;108;0.04%
2069;108;0.04%
9333;108;0.04%
11538;108;0.04%
37;108;0.04%
11897;108;0.04%
10119;108;0.04%
4416;108;0.04%
2068;108;0.04%
3200;108;0.04%
9478;107;0.039%
13413;107;0.039%
11749;107;0.039%
12507;107;0.039%
8680;107;0.039%
8313;107;0.039%
10985;107;0.039%
8521;107;0.039%
11560;107;0.039%
12698;107;0.039%
11050;107;0.039%
12018;106;0.039%
2368;106;0.039%
338;106;0.039%
10606;106;0.039%
11746;106;0.039%
11868;106;0.039%
12160;106;0.039%
11702;106;0.039%
5284;106;0.039%
11900;106;0.039%
8897;106;0.039%
8710;106;0.039%
3227;106;0.039%
9578;106;0.039%
10604;105;0.039%
12469;105;0.039%
6370;105;0.039%
2406;105;0.039%
10530;105;0.039%
8470;105;0.039%
9603;105;0.039%
4305;104;0.038%
10887;104;0.038%
13266;104;0.038%
10891;104;0.038%
8962;104;0.038%
9641;104;0.038%
12003;104;0.038%
810;104;0.038%
12540;104;0.038%
73;104;0.038%
13426;103;0.038%
12709;103;0.038%
13098;103;0.038%
9267;103;0.038%
11593;103;0.038%
5281;103;0.038%
9630;103;0.038%
444;103;0.038%
2204;103;0.038%
13973;102;0.037%
9345;102;0.037%
10592;102;0.037%
8492;102;0.037%
77;102;0.037%
3011;102;0.037%
8288;102;0.037%
5066;102;0.037%
7809;102;0.037%
7374;102;0.037%
113;102;0.037%
5778;102;0.037%
3483;101;0.037%
10425;101;0.037%
10518;101;0.037%
751;101;0.037%
7808;101;0.037%
4275;101;0.037%
9990;101;0.037%
6211;101;0.037%
5187;101;0.037%
10062;101;0.037%
10205;101;0.037%
5288;101;0.037%
13556;101;0.037%
4764;100;0.037%
13442;100;0.037%
6626;100;0.037%
8087;100;0.037%
14049;100;0.037%
10603;100;0.037%
3426;100;0.037%
2916;100;0.037%
6181;100;0.037%
12431;100;0.037%
5995;100;0.037%
5270;100;0.037%
12738;100;0.037%
12402;100;0.037%
6724;100;0.037%
10972;100;0.037%
981;100;0.037%
10602;100;0.037%
13971;100;0.037%
12775;100;0.037%
4833;99;0.036%
3624;99;0.036%
8957;99;0.036%
14284;99;0.036%
2709;99;0.036%
1752;99;0.036%
723;99;0.036%
11473;99;0.036%
5920;99;0.036%
476;99;0.036%
5965;99;0.036%
6206;99;0.036%
7186;99;0.036%
6419;99;0.036%
7145;99;0.036%
12089;99;0.036%
1308;99;0.036%
7674;99;0.036%
2005;98;0.036%
4532;98;0.036%
10806;98;0.036%
7758;98;0.036%
2705;98;0.036%
10913;98;0.036%
5274;98;0.036%
3659;98;0.036%
13310;98;0.036%
13242;98;0.036%
2866;98;0.036%
9629;98;0.036%
10968;98;0.036%
12057;98;0.036%
2704;98;0.036%
13271;98;0.036%
74;97;0.036%
13416;97;0.036%
11194;97;0.036%
8363;97;0.036%
10599;97;0.036%
13427;97;0.036%
2684;97;0.036%
11146;97;0.036%
6325;97;0.036%
9350;97;0.036%
1804;97;0.036%
3635;97;0.036%
1924;97;0.036%
1272;97;0.036%
12333;97;0.036%
3301;97;0.036%
12749;96;0.035%
4345;96;0.035%
486;96;0.035%
10118;96;0.035%
5120;96;0.035%
579;96;0.035%
2584;96;0.035%
2722;96;0.035%
639;96;0.035%
9307;96;0.035%
6497;96;0.035%
6997;96;0.035%
9432;96;0.035%
2604;96;0.035%
1703;95;0.035%
2385;95;0.035%
9737;95;0.035%
4966;95;0.035%
7438;95;0.035%
5457;95;0.035%
10483;95;0.035%
7984;95;0.035%
4977;95;0.035%
13499;95;0.035%
7333;95;0.035%
12438;95;0.035%
6357;95;0.035%
6473;95;0.035%
535;95;0.035%
7366;95;0.035%
12912;95;0.035%
2071;95;0.035%
13030;95;0.035%
12567;94;0.035%
13150;94;0.035%
8181;94;0.035%
4219;94;0.035%
12838;94;0.035%
4351;94;0.035%
7592;94;0.035%
5891;94;0.035%
11202;94;0.035%
3674;94;0.035%
14017;94;0.035%
6503;94;0.035%
3439;94;0.035%
10617;94;0.035%
3847;94;0.035%
8315;94;0.035%
8748;94;0.035%
8231;94;0.035%
7977;94;0.035%
6135;94;0.035%
12381;94;0.035%
9346;94;0.035%
3806;94;0.035%
7752;94;0.035%
8166;93;0.034%
1916;93;0.034%
13148;93;0.034%
5341;93;0.034%
567;93;0.034%
1419;93;0.034%
9595;93;0.034%
14260;93;0.034%
11152;93;0.034%
890;92;0.034%
9465;92;0.034%
178;92;0.034%
11962;92;0.034%
750;92;0.034%
13439;92;0.034%
6518;92;0.034%
8609;92;0.034%
1098;92;0.034%
5067;92;0.034%
8863;92;0.034%
12470;92;0.034%
14410;92;0.034%
11431;92;0.034%
2478;92;0.034%
4824;92;0.034%
696;92;0.034%
4552;92;0.034%
11179;92;0.034%
2997;92;0.034%
9185;92;0.034%
8720;91;0.033%
10547;91;0.033%
4570;91;0.033%
1941;91;0.033%
1270;91;0.033%
4568;91;0.033%
11533;91;0.033%
7002;91;0.033%
10360;91;0.033%
322;91;0.033%
14356;91;0.033%
6124;91;0.033%
1302;91;0.033%
12080;91;0.033%
10607;91;0.033%
8382;91;0.033%
7433;91;0.033%
7864;90;0.033%
4702;90;0.033%
11948;90;0.033%
11872;90;0.033%
6654;90;0.033%
9857;90;0.033%
5702;90;0.033%
519;90;0.033%
4232;90;0.033%
3757;90;0.033%
9785;90;0.033%
1992;90;0.033%
8562;90;0.033%
12644;90;0.033%
9161;90;0.033%
6556;90;0.033%
8599;89;0.033%
12103;89;0.033%
6588;89;0.033%
3389;89;0.033%
2662;89;0.033%
7544;89;0.033%
2731;89;0.033%
464;89;0.033%
5414;89;0.033%
5363;89;0.033%
2740;89;0.033%
8692;88;0.032%
5291;88;0.032%
1724;88;0.032%
8369;88;0.032%
6730;88;0.032%
8767;88;0.032%
8727;88;0.032%
7632;88;0.032%
12635;88;0.032%
1277;88;0.032%
6579;88;0.032%
6428;88;0.032%
832;88;0.032%
880;88;0.032%
10735;88;0.032%
3773;88;0.032%
1315;88;0.032%
11828;87;0.032%
12918;87;0.032%
9826;87;0.032%
14352;87;0.032%
7642;87;0.032%
9672;87;0.032%
2810;87;0.032%
35;87;0.032%
9650;87;0.032%
14492;87;0.032%
4094;87;0.032%
4279;87;0.032%
189;87;0.032%
3222;87;0.032%
13146;87;0.032%
6430;87;0.032%
6812;87;0.032%
6990;87;0.032%
10884;87;0.032%
11789;86;0.032%
8585;86;0.032%
2890;86;0.032%
664;86;0.032%
5926;86;0.032%
3348;86;0.032%
7768;86;0.032%
1944;86;0.032%
9787;86;0.032%
9811;86;0.032%
9096;86;0.032%
29;86;0.032%
11079;86;0.032%
14281;86;0.032%
9385;86;0.032%
6758;86;0.032%
2993;86;0.032%
7097;86;0.032%
3405;86;0.032%
2925;86;0.032%
3441;86;0.032%
3984;86;0.032%
657;86;0.032%
3680;86;0.032%
8882;85;0.031%
10320;85;0.031%
6612;85;0.031%
12328;85;0.031%
4129;85;0.031%
5602;85;0.031%
13366;85;0.031%
12673;85;0.031%
888;85;0.031%
12023;85;0.031%
9570;85;0.031%
5160;85;0.031%
13055;85;0.031%
4158;85;0.031%
9016;85;0.031%
6001;85;0.031%
5795;85;0.031%
7936;85;0.031%
9508;85;0.031%
4142;85;0.031%
69;84;0.031%
10938;84;0.031%
12116;84;0.031%
2443;84;0.031%
13149;84;0.031%
2531;84;0.031%
5827;84;0.031%
7959;84;0.031%
13969;84;0.031%
2515;84;0.031%
9332;84;0.031%
11805;84;0.031%
7765;84;0.031%
4324;84;0.031%
6744;84;0.031%
13113;84;0.031%
12545;84;0.031%
1033;83;0.031%
4007;83;0.031%
2002;83;0.031%
8361;83;0.031%
6179;83;0.031%
8804;83;0.031%
2820;83;0.031%
488;83;0.031%
11287;83;0.031%
6436;83;0.031%
8848;83;0.031%
1545;83;0.031%
9224;83;0.031%
11396;83;0.031%
363;83;0.031%
5267;83;0.031%
12561;83;0.031%
7727;83;0.031%
6537;83;0.031%
1301;83;0.031%
8015;83;0.031%
367;83;0.031%
8368;83;0.031%
3197;83;0.031%
3982;83;0.031%
13272;83;0.031%
11432;82;0.03%
6565;82;0.03%
1242;82;0.03%
14265;82;0.03%
514;82;0.03%
9222;82;0.03%
12433;82;0.03%
4808;82;0.03%
14072;82;0.03%
6199;82;0.03%
4244;82;0.03%
7358;82;0.03%
4203;82;0.03%
11821;82;0.03%
11520;82;0.03%
3651;82;0.03%
6523;82;0.03%
12473;82;0.03%
11519;82;0.03%
3452;82;0.03%
2076;82;0.03%
7848;82;0.03%
9617;81;0.03%
3622;81;0.03%
12511;81;0.03%
3586;81;0.03%
7823;81;0.03%
7985;81;0.03%
4928;81;0.03%
1607;81;0.03%
5494;81;0.03%
8817;81;0.03%
1163;81;0.03%
693;81;0.03%
9825;81;0.03%
4239;81;0.03%
3916;81;0.03%
12802;81;0.03%
11038;81;0.03%
5757;81;0.03%
4551;81;0.03%
8786;81;0.03%
4868;81;0.03%
7873;81;0.03%
10259;81;0.03%
12147;81;0.03%
1299;81;0.03%
9951;80;0.029%
11495;80;0.029%
311;80;0.029%
5464;80;0.029%
2724;80;0.029%
12899;80;0.029%
6819;80;0.029%
7128;80;0.029%
12424;80;0.029%
4111;80;0.029%
8647;80;0.029%
4241;80;0.029%
725;80;0.029%
2522;79;0.029%
14083;79;0.029%
12372;79;0.029%
1353;79;0.029%
14342;79;0.029%
159;79;0.029%
3242;79;0.029%
6268;79;0.029%
4491;79;0.029%
10947;79;0.029%
6818;79;0.029%
1333;79;0.029%
10864;79;0.029%
12927;79;0.029%
10680;79;0.029%
8485;79;0.029%
837;79;0.029%
461;79;0.029%
4485;79;0.029%
5458;79;0.029%
9979;79;0.029%
11755;79;0.029%
12083;79;0.029%
9055;79;0.029%
12460;79;0.029%
7104;79;0.029%
3063;79;0.029%
3471;79;0.029%
5975;79;0.029%
13440;79;0.029%
3061;79;0.029%
7251;79;0.029%
12768;79;0.029%
5029;78;0.029%
2757;78;0.029%
2215;78;0.029%
8885;78;0.029%
7784;78;0.029%
11683;78;0.029%
12598;78;0.029%
12630;78;0.029%
4184;78;0.029%
4194;78;0.029%
12965;78;0.029%
5197;78;0.029%
8520;78;0.029%
10079;78;0.029%
8666;78;0.029%
11042;78;0.029%
8220;78;0.029%
4657;78;0.029%
4897;78;0.029%
7624;78;0.029%
11666;78;0.029%
6902;78;0.029%
13453;78;0.029%
7022;77;0.028%
5227;77;0.028%
12508;77;0.028%
12472;77;0.028%
9623;77;0.028%
2615;77;0.028%
11071;77;0.028%
6482;77;0.028%
4108;77;0.028%
727;77;0.028%
3894;77;0.028%
1455;77;0.028%
11703;77;0.028%
8169;77;0.028%
6830;77;0.028%
3029;77;0.028%
2826;77;0.028%
6515;77;0.028%
12485;77;0.028%
4112;77;0.028%
13016;77;0.028%
1582;77;0.028%
9024;77;0.028%
2579;77;0.028%
9763;77;0.028%
14086;77;0.028%
8389;77;0.028%
2950;77;0.028%
12647;77;0.028%
12369;76;0.028%
8452;76;0.028%
5873;76;0.028%
4107;76;0.028%
11713;76;0.028%
12154;76;0.028%
13302;76;0.028%
9585;76;0.028%
11292;76;0.028%
11512;76;0.028%
5225;76;0.028%
13493;76;0.028%
1503;76;0.028%
924;76;0.028%
5275;76;0.028%
3670;76;0.028%
5026;76;0.028%
12418;76;0.028%
2540;76;0.028%
4592;76;0.028%
667;76;0.028%
11700;76;0.028%
8834;76;0.028%
1953;76;0.028%
4262;76;0.028%
12634;76;0.028%
10074;76;0.028%
316;76;0.028%
8152;75;0.028%
4087;75;0.028%
1744;75;0.028%
2396;75;0.028%
10462;75;0.028%
11045;75;0.028%
896;75;0.028%
9954;75;0.028%
11434;75;0.028%
14357;75;0.028%
10702;75;0.028%
10906;75;0.028%
10303;75;0.028%
1969;75;0.028%
450;75;0.028%
3245;75;0.028%
9473;75;0.028%
7939;75;0.028%
228;75;0.028%
874;75;0.028%
4901;75;0.028%
12278;75;0.028%
10466;75;0.028%
873;75;0.028%
3423;75;0.028%
538;75;0.028%
4476;75;0.028%
10904;75;0.028%
423;75;0.028%
11941;75;0.028%
6809;75;0.028%
4906;75;0.028%
4098;75;0.028%
3430;75;0.028%
8640;75;0.028%
4102;74;0.027%
10243;74;0.027%
3187;74;0.027%
10326;74;0.027%
8390;74;0.027%
3975;74;0.027%
6414;74;0.027%
3724;74;0.027%
689;74;0.027%
8907;74;0.027%
11691;74;0.027%
4442;74;0.027%
13736;74;0.027%
1180;74;0.027%
2790;74;0.027%
4363;74;0.027%
11946;74;0.027%
4331;74;0.027%
4235;74;0.027%
1902;74;0.027%
3134;74;0.027%
4656;74;0.027%
9533;74;0.027%
8979;74;0.027%
5046;74;0.027%
9471;74;0.027%
434;74;0.027%
8918;74;0.027%
6390;74;0.027%
1103;74;0.027%
883;74;0.027%
7465;74;0.027%
4651;74;0.027%
6234;74;0.027%
12721;74;0.027%
1574;73;0.027%
5973;73;0.027%
8144;73;0.027%
6464;73;0.027%
7829;73;0.027%
445;73;0.027%
8254;73;0.027%
12405;73;0.027%
9780;73;0.027%
3192;73;0.027%
7874;73;0.027%
13838;73;0.027%
6973;73;0.027%
8780;73;0.027%
6553;73;0.027%
1291;73;0.027%
592;73;0.027%
8094;73;0.027%
11462;73;0.027%
5386;73;0.027%
5959;73;0.027%
3547;73;0.027%
3905;73;0.027%
3726;73;0.027%
4017;73;0.027%
8383;73;0.027%
5047;73;0.027%
12631;73;0.027%
11437;73;0.027%
984;72;0.026%
2806;72;0.026%
663;72;0.026%
7604;72;0.026%
72;72;0.026%
10061;72;0.026%
7701;72;0.026%
7798;72;0.026%
4227;72;0.026%
7063;72;0.026%
5855;72;0.026%
2363;72;0.026%
13162;72;0.026%
10236;72;0.026%
4468;72;0.026%
10207;72;0.026%
7367;72;0.026%
11861;72;0.026%
61;72;0.026%
5509;72;0.026%
6168;72;0.026%
1572;72;0.026%
315;71;0.026%
9775;71;0.026%
907;71;0.026%
5680;71;0.026%
6285;71;0.026%
10727;71;0.026%
3432;71;0.026%
6621;71;0.026%
10992;71;0.026%
8664;71;0.026%
12943;71;0.026%
1977;71;0.026%
4163;71;0.026%
5808;71;0.026%
3098;71;0.026%
4242;71;0.026%
12440;71;0.026%
8927;71;0.026%
10767;71;0.026%
2761;71;0.026%
11912;71;0.026%
13590;71;0.026%
9865;71;0.026%
14433;71;0.026%
6382;71;0.026%
10757;71;0.026%
4904;71;0.026%
8886;71;0.026%
5490;71;0.026%
9648;71;0.026%
12512;71;0.026%
12131;71;0.026%
6625;71;0.026%
11630;71;0.026%
10862;71;0.026%
2261;71;0.026%
4815;71;0.026%
11793;71;0.026%
13112;71;0.026%
9372;71;0.026%
5396;71;0.026%
7016;71;0.026%
9892;70;0.026%
9110;70;0.026%
4113;70;0.026%
9800;70;0.026%
4385;70;0.026%
57;70;0.026%
9806;70;0.026%
2610;70;0.026%
3300;70;0.026%
14266;70;0.026%
11247;70;0.026%
7475;70;0.026%
11251;70;0.026%
12357;70;0.026%
5199;70;0.026%
2875;70;0.026%
5119;70;0.026%
11303;70;0.026%
13192;70;0.026%
11844;70;0.026%
4498;70;0.026%
2809;70;0.026%
5655;70;0.026%
4487;70;0.026%
3116;70;0.026%
3816;70;0.026%
5894;70;0.026%
13555;70;0.026%
5809;70;0.026%
5580;70;0.026%
12354;69;0.025%
13513;69;0.025%
6652;69;0.025%
1269;69;0.025%
9699;69;0.025%
9476;69;0.025%
8789;69;0.025%
10286;69;0.025%
4190;69;0.025%
7122;69;0.025%
79;69;0.025%
14427;69;0.025%
5729;69;0.025%
10465;69;0.025%
7900;69;0.025%
2913;69;0.025%
3766;69;0.025%
7193;69;0.025%
846;69;0.025%
12628;69;0.025%
3278;69;0.025%
8167;69;0.025%
9810;69;0.025%
11408;69;0.025%
4536;69;0.025%
5302;69;0.025%
4150;69;0.025%
12575;69;0.025%
987;69;0.025%
1485;69;0.025%
11401;69;0.025%
1459;69;0.025%
8414;69;0.025%
