entity_id;total_amount_of_triples;relative_amount_of_triples
20972;45;0.052%
3957;45;0.052%
2626;45;0.052%
20039;44;0.051%
22797;44;0.051%
19485;44;0.051%
29140;44;0.051%
26418;43;0.05%
24303;43;0.05%
5215;43;0.05%
24443;43;0.05%
5224;43;0.05%
7477;43;0.05%
15197;42;0.048%
33293;42;0.048%
39861;41;0.047%
21239;41;0.047%
20431;41;0.047%
39789;41;0.047%
12143;41;0.047%
26215;40;0.046%
40073;40;0.046%
7074;40;0.046%
24760;40;0.046%
15522;40;0.046%
38277;40;0.046%
30438;39;0.045%
21717;39;0.045%
19488;39;0.045%
20115;39;0.045%
2002;39;0.045%
35895;39;0.045%
1264;38;0.044%
17405;38;0.044%
35865;38;0.044%
28969;38;0.044%
759;38;0.044%
14114;38;0.044%
40084;38;0.044%
39356;38;0.044%
8053;38;0.044%
19217;38;0.044%
16430;38;0.044%
21295;37;0.043%
30445;37;0.043%
39172;37;0.043%
9635;37;0.043%
12471;37;0.043%
1592;37;0.043%
8420;37;0.043%
3236;37;0.043%
3;37;0.043%
21767;37;0.043%
38012;36;0.041%
25985;36;0.041%
39815;36;0.041%
20543;36;0.041%
35729;36;0.041%
2484;36;0.041%
12313;36;0.041%
944;36;0.041%
38032;36;0.041%
24461;36;0.041%
13976;35;0.04%
26008;35;0.04%
31279;35;0.04%
16678;35;0.04%
26313;34;0.039%
25013;34;0.039%
19482;34;0.039%
22722;34;0.039%
10709;34;0.039%
23096;34;0.039%
21684;34;0.039%
23730;34;0.039%
39050;34;0.039%
30539;34;0.039%
34899;33;0.038%
14604;33;0.038%
25998;33;0.038%
26010;33;0.038%
26519;33;0.038%
20782;33;0.038%
14479;33;0.038%
30502;33;0.038%
3776;32;0.037%
16464;32;0.037%
9752;32;0.037%
10162;32;0.037%
15482;32;0.037%
37904;32;0.037%
14656;32;0.037%
36575;32;0.037%
24671;32;0.037%
24541;31;0.036%
12252;31;0.036%
15854;31;0.036%
31433;31;0.036%
11226;31;0.036%
24024;31;0.036%
21736;31;0.036%
18466;31;0.036%
2863;31;0.036%
20966;31;0.036%
1001;31;0.036%
9912;31;0.036%
20809;31;0.036%
35246;31;0.036%
33936;30;0.035%
30452;30;0.035%
3099;30;0.035%
16780;30;0.035%
20287;30;0.035%
8079;30;0.035%
4154;30;0.035%
18287;30;0.035%
19433;30;0.035%
14092;30;0.035%
26204;30;0.035%
25728;30;0.035%
35802;29;0.033%
20087;29;0.033%
21741;29;0.033%
34282;29;0.033%
21692;29;0.033%
40452;29;0.033%
19429;29;0.033%
14945;29;0.033%
19949;29;0.033%
24218;29;0.033%
40508;29;0.033%
14055;29;0.033%
14206;29;0.033%
39176;29;0.033%
28886;29;0.033%
22668;29;0.033%
6938;29;0.033%
34532;29;0.033%
23115;28;0.032%
7951;28;0.032%
19783;28;0.032%
38800;28;0.032%
29147;28;0.032%
2068;28;0.032%
35462;28;0.032%
30437;28;0.032%
27488;28;0.032%
5622;28;0.032%
15216;28;0.032%
39921;28;0.032%
36959;28;0.032%
32234;28;0.032%
26021;28;0.032%
38646;28;0.032%
20711;28;0.032%
27321;28;0.032%
35579;27;0.031%
39333;27;0.031%
21832;27;0.031%
15398;27;0.031%
14008;27;0.031%
6502;27;0.031%
19481;27;0.031%
21824;27;0.031%
33150;27;0.031%
10202;27;0.031%
0;27;0.031%
38573;27;0.031%
39558;27;0.031%
32429;27;0.031%
22177;27;0.031%
19416;27;0.031%
3436;27;0.031%
40381;26;0.03%
22065;26;0.03%
36563;26;0.03%
30026;26;0.03%
38094;26;0.03%
2891;26;0.03%
650;26;0.03%
1013;26;0.03%
35375;26;0.03%
38661;26;0.03%
20496;26;0.03%
2511;26;0.03%
30069;26;0.03%
18294;26;0.03%
11670;26;0.03%
13963;26;0.03%
5891;26;0.03%
14896;26;0.03%
38284;26;0.03%
33205;26;0.03%
12101;26;0.03%
604;26;0.03%
19977;26;0.03%
12029;26;0.03%
35119;26;0.03%
30946;25;0.029%
36499;25;0.029%
6020;25;0.029%
20585;25;0.029%
1006;25;0.029%
36607;25;0.029%
22822;25;0.029%
4090;25;0.029%
7779;25;0.029%
15691;25;0.029%
32612;25;0.029%
4608;25;0.029%
12562;25;0.029%
35955;25;0.029%
4643;25;0.029%
18034;25;0.029%
13531;25;0.029%
17836;25;0.029%
35437;25;0.029%
13911;25;0.029%
20026;25;0.029%
15790;25;0.029%
16119;25;0.029%
37107;25;0.029%
34427;25;0.029%
29968;25;0.029%
35546;25;0.029%
1968;25;0.029%
14118;25;0.029%
36126;24;0.028%
27291;24;0.028%
5959;24;0.028%
34717;24;0.028%
11417;24;0.028%
35828;24;0.028%
26337;24;0.028%
40504;24;0.028%
2800;24;0.028%
14687;24;0.028%
19615;24;0.028%
16009;24;0.028%
18537;24;0.028%
19974;24;0.028%
6302;24;0.028%
38809;24;0.028%
28434;24;0.028%
17815;24;0.028%
18297;24;0.028%
20558;24;0.028%
36309;24;0.028%
24337;24;0.028%
36505;24;0.028%
22191;24;0.028%
19126;24;0.028%
37644;24;0.028%
7595;24;0.028%
13873;24;0.028%
2516;24;0.028%
34335;24;0.028%
16003;24;0.028%
31702;24;0.028%
17413;23;0.026%
31944;23;0.026%
17185;23;0.026%
18008;23;0.026%
31411;23;0.026%
37974;23;0.026%
22994;23;0.026%
27704;23;0.026%
12235;23;0.026%
38848;23;0.026%
28280;23;0.026%
18589;23;0.026%
6236;23;0.026%
3699;23;0.026%
1471;23;0.026%
20074;23;0.026%
35275;23;0.026%
8876;23;0.026%
8273;23;0.026%
10724;23;0.026%
36747;23;0.026%
17991;23;0.026%
5378;23;0.026%
36861;23;0.026%
19889;23;0.026%
7933;23;0.026%
39071;23;0.026%
14556;23;0.026%
29903;23;0.026%
2503;23;0.026%
18147;23;0.026%
30223;23;0.026%
38414;23;0.026%
37445;22;0.025%
22656;22;0.025%
23821;22;0.025%
21707;22;0.025%
39059;22;0.025%
23972;22;0.025%
34639;22;0.025%
5396;22;0.025%
10873;22;0.025%
3150;22;0.025%
2843;22;0.025%
35670;22;0.025%
19114;22;0.025%
40685;22;0.025%
30453;22;0.025%
10193;22;0.025%
24545;22;0.025%
35972;22;0.025%
35735;22;0.025%
32659;22;0.025%
19874;22;0.025%
19937;22;0.025%
38763;22;0.025%
14550;22;0.025%
6557;22;0.025%
35874;22;0.025%
6891;22;0.025%
40783;22;0.025%
149;22;0.025%
1869;22;0.025%
24257;22;0.025%
4422;22;0.025%
13361;22;0.025%
13961;22;0.025%
4313;22;0.025%
34806;22;0.025%
19;22;0.025%
21008;22;0.025%
9002;22;0.025%
31879;22;0.025%
5446;22;0.025%
13988;22;0.025%
29043;22;0.025%
40412;22;0.025%
3742;22;0.025%
39950;22;0.025%
33534;22;0.025%
36461;22;0.025%
36941;22;0.025%
16722;22;0.025%
8931;22;0.025%
32336;22;0.025%
38545;21;0.024%
14660;21;0.024%
6244;21;0.024%
19827;21;0.024%
20192;21;0.024%
14814;21;0.024%
21695;21;0.024%
36682;21;0.024%
14089;21;0.024%
16058;21;0.024%
3327;21;0.024%
23780;21;0.024%
21581;21;0.024%
19377;21;0.024%
26729;21;0.024%
22188;21;0.024%
10091;21;0.024%
447;21;0.024%
14611;21;0.024%
40199;21;0.024%
39426;21;0.024%
18455;21;0.024%
3484;21;0.024%
24979;21;0.024%
12544;21;0.024%
34872;21;0.024%
3514;21;0.024%
31410;21;0.024%
21230;21;0.024%
8069;21;0.024%
7646;21;0.024%
4844;21;0.024%
21353;21;0.024%
23428;21;0.024%
35316;21;0.024%
4234;21;0.024%
4332;21;0.024%
40023;21;0.024%
15606;21;0.024%
8934;21;0.024%
29447;21;0.024%
35827;21;0.024%
6536;21;0.024%
21739;21;0.024%
798;21;0.024%
35616;21;0.024%
8735;21;0.024%
9367;21;0.024%
26421;21;0.024%
6056;20;0.023%
38408;20;0.023%
9153;20;0.023%
35055;20;0.023%
2445;20;0.023%
2224;20;0.023%
1247;20;0.023%
29669;20;0.023%
15914;20;0.023%
39411;20;0.023%
33381;20;0.023%
14423;20;0.023%
644;20;0.023%
23572;20;0.023%
32638;20;0.023%
9551;20;0.023%
18432;20;0.023%
39196;20;0.023%
15988;20;0.023%
32584;20;0.023%
23938;20;0.023%
39858;20;0.023%
29376;20;0.023%
39215;20;0.023%
15154;20;0.023%
12016;20;0.023%
1947;20;0.023%
18054;20;0.023%
36174;20;0.023%
11281;20;0.023%
7424;20;0.023%
28244;20;0.023%
5042;20;0.023%
22512;20;0.023%
658;20;0.023%
37267;20;0.023%
9558;20;0.023%
28980;20;0.023%
39898;20;0.023%
8569;20;0.023%
37950;20;0.023%
14900;20;0.023%
18202;20;0.023%
36028;20;0.023%
12422;20;0.023%
18007;20;0.023%
35721;20;0.023%
22169;20;0.023%
39872;20;0.023%
34036;20;0.023%
39590;20;0.023%
35472;20;0.023%
3212;20;0.023%
31081;20;0.023%
26615;20;0.023%
22552;20;0.023%
26420;20;0.023%
36471;20;0.023%
36947;19;0.022%
768;19;0.022%
32057;19;0.022%
1735;19;0.022%
871;19;0.022%
37273;19;0.022%
5217;19;0.022%
20468;19;0.022%
17963;19;0.022%
9076;19;0.022%
31430;19;0.022%
40058;19;0.022%
27613;19;0.022%
16113;19;0.022%
22484;19;0.022%
34566;19;0.022%
36208;19;0.022%
25592;19;0.022%
34750;19;0.022%
19385;19;0.022%
17163;19;0.022%
37188;19;0.022%
37128;19;0.022%
38235;19;0.022%
13477;19;0.022%
6183;19;0.022%
18480;19;0.022%
7767;19;0.022%
36944;19;0.022%
3425;19;0.022%
37262;19;0.022%
24360;19;0.022%
14033;19;0.022%
8458;19;0.022%
14828;19;0.022%
22061;19;0.022%
1148;19;0.022%
4273;19;0.022%
6128;19;0.022%
1575;19;0.022%
9780;19;0.022%
27868;19;0.022%
40885;19;0.022%
8593;19;0.022%
21666;19;0.022%
37361;19;0.022%
3562;19;0.022%
29;19;0.022%
38863;19;0.022%
34308;19;0.022%
1231;19;0.022%
14198;19;0.022%
17814;19;0.022%
23655;18;0.021%
34844;18;0.021%
16011;18;0.021%
12300;18;0.021%
26914;18;0.021%
36638;18;0.021%
26478;18;0.021%
28646;18;0.021%
20975;18;0.021%
38374;18;0.021%
20009;18;0.021%
4184;18;0.021%
40809;18;0.021%
13884;18;0.021%
16561;18;0.021%
17805;18;0.021%
29861;18;0.021%
22192;18;0.021%
35396;18;0.021%
12558;18;0.021%
20520;18;0.021%
4916;18;0.021%
21726;18;0.021%
15796;18;0.021%
16002;18;0.021%
34921;18;0.021%
23561;18;0.021%
23298;18;0.021%
538;18;0.021%
1928;18;0.021%
296;18;0.021%
8450;18;0.021%
3261;18;0.021%
22290;18;0.021%
14205;18;0.021%
13198;18;0.021%
32710;18;0.021%
26918;18;0.021%
17406;18;0.021%
4780;18;0.021%
7402;18;0.021%
30180;18;0.021%
40123;18;0.021%
10612;18;0.021%
27768;18;0.021%
39813;18;0.021%
20360;18;0.021%
37136;18;0.021%
33864;18;0.021%
2187;18;0.021%
40034;18;0.021%
32920;18;0.021%
34821;18;0.021%
34888;18;0.021%
40551;18;0.021%
39958;18;0.021%
13114;18;0.021%
1016;18;0.021%
36743;18;0.021%
26003;18;0.021%
39997;18;0.021%
16490;18;0.021%
22756;18;0.021%
23408;18;0.021%
37029;18;0.021%
2458;18;0.021%
11801;18;0.021%
26005;18;0.021%
34701;18;0.021%
23380;18;0.021%
26799;18;0.021%
16858;18;0.021%
38677;18;0.021%
3078;18;0.021%
17848;18;0.021%
39716;18;0.021%
21701;18;0.021%
35480;18;0.021%
4662;18;0.021%
5141;18;0.021%
31976;18;0.021%
11867;18;0.021%
11560;18;0.021%
21146;18;0.021%
24543;18;0.021%
35677;18;0.021%
4389;18;0.021%
2928;18;0.021%
10849;18;0.021%
40302;18;0.021%
32968;18;0.021%
20374;18;0.021%
35766;18;0.021%
14877;18;0.021%
5231;18;0.021%
34579;18;0.021%
27828;17;0.02%
14365;17;0.02%
27680;17;0.02%
13413;17;0.02%
16147;17;0.02%
31438;17;0.02%
40554;17;0.02%
34293;17;0.02%
24147;17;0.02%
4847;17;0.02%
14071;17;0.02%
14986;17;0.02%
5777;17;0.02%
1402;17;0.02%
10459;17;0.02%
4221;17;0.02%
15929;17;0.02%
23354;17;0.02%
30541;17;0.02%
30601;17;0.02%
35179;17;0.02%
12199;17;0.02%
4901;17;0.02%
26009;17;0.02%
19095;17;0.02%
40567;17;0.02%
31722;17;0.02%
24378;17;0.02%
780;17;0.02%
39419;17;0.02%
29813;17;0.02%
1193;17;0.02%
26096;17;0.02%
23945;17;0.02%
3276;17;0.02%
35510;17;0.02%
39633;17;0.02%
31623;17;0.02%
2186;17;0.02%
33635;17;0.02%
30465;17;0.02%
2712;17;0.02%
6604;17;0.02%
35379;17;0.02%
15006;17;0.02%
425;17;0.02%
36540;17;0.02%
15376;17;0.02%
40215;17;0.02%
3334;17;0.02%
8426;17;0.02%
14641;17;0.02%
12932;17;0.02%
13558;17;0.02%
12800;17;0.02%
4010;17;0.02%
37034;17;0.02%
35038;17;0.02%
4349;17;0.02%
34994;17;0.02%
22024;17;0.02%
1651;17;0.02%
27435;17;0.02%
4888;17;0.02%
32315;17;0.02%
5365;17;0.02%
24630;17;0.02%
17932;17;0.02%
38989;17;0.02%
16872;17;0.02%
38543;17;0.02%
937;17;0.02%
14714;17;0.02%
15977;17;0.02%
38781;17;0.02%
11753;17;0.02%
19191;17;0.02%
39939;17;0.02%
16537;17;0.02%
8616;17;0.02%
25996;17;0.02%
34640;17;0.02%
23844;17;0.02%
10896;17;0.02%
23647;17;0.02%
39805;17;0.02%
12067;17;0.02%
2055;17;0.02%
1514;17;0.02%
31911;17;0.02%
38812;17;0.02%
38887;17;0.02%
10379;17;0.02%
7147;17;0.02%
4520;17;0.02%
14000;17;0.02%
15361;17;0.02%
21367;17;0.02%
34615;17;0.02%
30765;17;0.02%
37689;17;0.02%
23402;17;0.02%
14240;17;0.02%
14767;17;0.02%
38488;17;0.02%
18460;17;0.02%
7979;17;0.02%
4508;17;0.02%
23877;17;0.02%
7677;16;0.018%
24249;16;0.018%
185;16;0.018%
40292;16;0.018%
35826;16;0.018%
39935;16;0.018%
35855;16;0.018%
34755;16;0.018%
14917;16;0.018%
12845;16;0.018%
6358;16;0.018%
34301;16;0.018%
29377;16;0.018%
23322;16;0.018%
21468;16;0.018%
37998;16;0.018%
20731;16;0.018%
39979;16;0.018%
22894;16;0.018%
29598;16;0.018%
5299;16;0.018%
2989;16;0.018%
36090;16;0.018%
35707;16;0.018%
16586;16;0.018%
37800;16;0.018%
35797;16;0.018%
36125;16;0.018%
20529;16;0.018%
35706;16;0.018%
39432;16;0.018%
15920;16;0.018%
40601;16;0.018%
39231;16;0.018%
11506;16;0.018%
40325;16;0.018%
12014;16;0.018%
40843;16;0.018%
32187;16;0.018%
8937;16;0.018%
36770;16;0.018%
12842;16;0.018%
27069;16;0.018%
38102;16;0.018%
1553;16;0.018%
34423;16;0.018%
417;16;0.018%
13707;16;0.018%
865;16;0.018%
36498;16;0.018%
8060;16;0.018%
34979;16;0.018%
33858;16;0.018%
24517;16;0.018%
1378;16;0.018%
18459;16;0.018%
39970;16;0.018%
30955;16;0.018%
36094;16;0.018%
31092;16;0.018%
37919;16;0.018%
17365;16;0.018%
14042;16;0.018%
34729;16;0.018%
1127;16;0.018%
8249;16;0.018%
39266;16;0.018%
4421;16;0.018%
32640;16;0.018%
17779;16;0.018%
39833;16;0.018%
4531;16;0.018%
2534;16;0.018%
15134;16;0.018%
38534;16;0.018%
13597;16;0.018%
40893;16;0.018%
30466;16;0.018%
5082;16;0.018%
10723;16;0.018%
4822;16;0.018%
19781;16;0.018%
38566;16;0.018%
40475;16;0.018%
18396;16;0.018%
8038;16;0.018%
34790;16;0.018%
10903;16;0.018%
22205;16;0.018%
14780;16;0.018%
39938;16;0.018%
35053;16;0.018%
6510;16;0.018%
38079;16;0.018%
20343;16;0.018%
34322;16;0.018%
15353;16;0.018%
37007;16;0.018%
29161;16;0.018%
40805;16;0.018%
12071;16;0.018%
37018;16;0.018%
33633;16;0.018%
24542;16;0.018%
36688;16;0.018%
16450;16;0.018%
11009;16;0.018%
26013;16;0.018%
34936;16;0.018%
12536;16;0.018%
2808;16;0.018%
36313;16;0.018%
979;16;0.018%
29658;16;0.018%
9729;16;0.018%
13758;16;0.018%
20823;16;0.018%
3440;16;0.018%
39074;16;0.018%
36299;16;0.018%
2106;15;0.017%
35718;15;0.017%
14073;15;0.017%
21173;15;0.017%
4440;15;0.017%
2235;15;0.017%
35989;15;0.017%
34311;15;0.017%
802;15;0.017%
7735;15;0.017%
21078;15;0.017%
4342;15;0.017%
14100;15;0.017%
34898;15;0.017%
756;15;0.017%
22783;15;0.017%
12710;15;0.017%
38581;15;0.017%
40072;15;0.017%
5899;15;0.017%
38093;15;0.017%
35984;15;0.017%
11499;15;0.017%
34467;15;0.017%
15887;15;0.017%
1749;15;0.017%
19302;15;0.017%
20537;15;0.017%
40372;15;0.017%
32585;15;0.017%
25760;15;0.017%
866;15;0.017%
1612;15;0.017%
1131;15;0.017%
5919;15;0.017%
34709;15;0.017%
17978;15;0.017%
16763;15;0.017%
15832;15;0.017%
20264;15;0.017%
35654;15;0.017%
35662;15;0.017%
16263;15;0.017%
12449;15;0.017%
5228;15;0.017%
31129;15;0.017%
37727;15;0.017%
34645;15;0.017%
38813;15;0.017%
37561;15;0.017%
35820;15;0.017%
35937;15;0.017%
26947;15;0.017%
35659;15;0.017%
40304;15;0.017%
18405;15;0.017%
24273;15;0.017%
39927;15;0.017%
19518;15;0.017%
32520;15;0.017%
29980;15;0.017%
20000;15;0.017%
19176;15;0.017%
34544;15;0.017%
307;15;0.017%
34481;15;0.017%
13386;15;0.017%
12381;15;0.017%
24007;15;0.017%
12100;15;0.017%
17941;15;0.017%
14839;15;0.017%
40678;15;0.017%
30810;15;0.017%
17025;15;0.017%
34689;15;0.017%
37125;15;0.017%
37792;15;0.017%
121;15;0.017%
5241;15;0.017%
26246;15;0.017%
3447;15;0.017%
9369;15;0.017%
3652;15;0.017%
22336;15;0.017%
30233;15;0.017%
23454;15;0.017%
34698;15;0.017%
13410;15;0.017%
15404;15;0.017%
40671;15;0.017%
28598;15;0.017%
17174;15;0.017%
40000;15;0.017%
29099;15;0.017%
30809;15;0.017%
36565;15;0.017%
36783;15;0.017%
4158;15;0.017%
14313;15;0.017%
8221;15;0.017%
32285;15;0.017%
30521;15;0.017%
8963;15;0.017%
32791;15;0.017%
36063;15;0.017%
39651;15;0.017%
39754;15;0.017%
31546;15;0.017%
20304;15;0.017%
21136;15;0.017%
13997;15;0.017%
16214;15;0.017%
4430;15;0.017%
20597;15;0.017%
38282;15;0.017%
40636;15;0.017%
33774;15;0.017%
29240;15;0.017%
16871;15;0.017%
35026;15;0.017%
24340;15;0.017%
6855;15;0.017%
2370;15;0.017%
1719;15;0.017%
40043;15;0.017%
15358;15;0.017%
32435;15;0.017%
2853;15;0.017%
34809;15;0.017%
12766;15;0.017%
7965;15;0.017%
21742;15;0.017%
38266;15;0.017%
35478;15;0.017%
5031;15;0.017%
2580;15;0.017%
24915;15;0.017%
10684;15;0.017%
40819;15;0.017%
13515;15;0.017%
24432;15;0.017%
9913;15;0.017%
25180;15;0.017%
10990;15;0.017%
39913;14;0.016%
2275;14;0.016%
36068;14;0.016%
36050;14;0.016%
6175;14;0.016%
3548;14;0.016%
38285;14;0.016%
40869;14;0.016%
20519;14;0.016%
24274;14;0.016%
22833;14;0.016%
1096;14;0.016%
4866;14;0.016%
37226;14;0.016%
15036;14;0.016%
40347;14;0.016%
40573;14;0.016%
8617;14;0.016%
39882;14;0.016%
16185;14;0.016%
24036;14;0.016%
15100;14;0.016%
22982;14;0.016%
930;14;0.016%
11164;14;0.016%
24124;14;0.016%
20223;14;0.016%
3998;14;0.016%
19512;14;0.016%
4555;14;0.016%
11592;14;0.016%
38461;14;0.016%
39508;14;0.016%
38926;14;0.016%
34764;14;0.016%
11126;14;0.016%
39904;14;0.016%
4194;14;0.016%
7926;14;0.016%
198;14;0.016%
23179;14;0.016%
684;14;0.016%
29312;14;0.016%
34412;14;0.016%
34598;14;0.016%
4592;14;0.016%
13964;14;0.016%
1465;14;0.016%
44;14;0.016%
9252;14;0.016%
320;14;0.016%
19494;14;0.016%
39349;14;0.016%
22968;14;0.016%
5222;14;0.016%
10924;14;0.016%
17691;14;0.016%
35699;14;0.016%
11727;14;0.016%
31902;14;0.016%
31822;14;0.016%
20062;14;0.016%
22001;14;0.016%
37812;14;0.016%
35000;14;0.016%
18467;14;0.016%
15604;14;0.016%
34925;14;0.016%
2205;14;0.016%
1522;14;0.016%
39744;14;0.016%
12903;14;0.016%
38175;14;0.016%
39948;14;0.016%
31447;14;0.016%
18799;14;0.016%
18016;14;0.016%
14105;14;0.016%
25380;14;0.016%
37842;14;0.016%
10426;14;0.016%
8892;14;0.016%
5020;14;0.016%
4961;14;0.016%
24393;14;0.016%
37843;14;0.016%
13156;14;0.016%
10630;14;0.016%
13089;14;0.016%
12826;14;0.016%
1728;14;0.016%
4423;14;0.016%
6212;14;0.016%
13028;14;0.016%
21690;14;0.016%
29270;14;0.016%
38745;14;0.016%
25850;14;0.016%
16654;14;0.016%
15177;14;0.016%
39515;14;0.016%
37378;14;0.016%
32859;14;0.016%
18241;14;0.016%
21879;14;0.016%
2335;14;0.016%
4066;14;0.016%
1042;14;0.016%
36036;14;0.016%
2349;14;0.016%
38092;14;0.016%
3325;14;0.016%
21711;14;0.016%
22701;14;0.016%
20065;14;0.016%
5780;14;0.016%
13646;14;0.016%
33595;14;0.016%
15321;14;0.016%
37119;14;0.016%
16495;14;0.016%
14609;14;0.016%
24294;14;0.016%
37325;14;0.016%
19543;14;0.016%
36472;14;0.016%
20759;14;0.016%
20708;14;0.016%
24244;14;0.016%
32261;14;0.016%
13327;14;0.016%
4668;14;0.016%
31202;14;0.016%
35661;14;0.016%
24074;14;0.016%
22584;14;0.016%
28524;14;0.016%
37301;14;0.016%
34171;14;0.016%
18247;14;0.016%
13191;14;0.016%
39258;14;0.016%
13091;14;0.016%
23710;14;0.016%
27702;14;0.016%
6401;14;0.016%
16692;14;0.016%
31324;14;0.016%
5371;14;0.016%
1816;14;0.016%
21714;14;0.016%
39378;14;0.016%
33394;14;0.016%
17989;14;0.016%
24806;14;0.016%
19676;14;0.016%
9839;14;0.016%
28119;14;0.016%
22710;14;0.016%
713;14;0.016%
12479;14;0.016%
6480;14;0.016%
4133;14;0.016%
31972;14;0.016%
5592;14;0.016%
36890;14;0.016%
32146;14;0.016%
18207;14;0.016%
1631;14;0.016%
4589;14;0.016%
1140;14;0.016%
19428;14;0.016%
38588;14;0.016%
7929;14;0.016%
24727;14;0.016%
20650;14;0.016%
17998;14;0.016%
38081;14;0.016%
5351;14;0.016%
34103;14;0.016%
36720;14;0.016%
36940;14;0.016%
7546;14;0.016%
34663;14;0.016%
39322;14;0.016%
16685;14;0.016%
37760;14;0.016%
39922;14;0.016%
9923;14;0.016%
18747;14;0.016%
36031;14;0.016%
37000;14;0.016%
10629;14;0.016%
18958;14;0.016%
17499;14;0.016%
20843;14;0.016%
18994;14;0.016%
17157;14;0.016%
4285;14;0.016%
14484;14;0.016%
18321;13;0.015%
7587;13;0.015%
4945;13;0.015%
15200;13;0.015%
5418;13;0.015%
11891;13;0.015%
34312;13;0.015%
9838;13;0.015%
22468;13;0.015%
39966;13;0.015%
35106;13;0.015%
37036;13;0.015%
5168;13;0.015%
31668;13;0.015%
2058;13;0.015%
30542;13;0.015%
38751;13;0.015%
21000;13;0.015%
3614;13;0.015%
31199;13;0.015%
36224;13;0.015%
18340;13;0.015%
26824;13;0.015%
33939;13;0.015%
21743;13;0.015%
20696;13;0.015%
30411;13;0.015%
4691;13;0.015%
1831;13;0.015%
32194;13;0.015%
9684;13;0.015%
6792;13;0.015%
39763;13;0.015%
36522;13;0.015%
18813;13;0.015%
22788;13;0.015%
33051;13;0.015%
4118;13;0.015%
1389;13;0.015%
31553;13;0.015%
22183;13;0.015%
4758;13;0.015%
35184;13;0.015%
36647;13;0.015%
923;13;0.015%
118;13;0.015%
39330;13;0.015%
18182;13;0.015%
397;13;0.015%
34575;13;0.015%
12111;13;0.015%
38869;13;0.015%
39933;13;0.015%
38196;13;0.015%
29924;13;0.015%
20063;13;0.015%
16671;13;0.015%
18872;13;0.015%
14148;13;0.015%
35406;13;0.015%
6173;13;0.015%
25828;13;0.015%
1884;13;0.015%
17834;13;0.015%
13454;13;0.015%
36965;13;0.015%
35173;13;0.015%
35759;13;0.015%
13889;13;0.015%
22157;13;0.015%
13237;13;0.015%
18336;13;0.015%
22600;13;0.015%
7423;13;0.015%
24726;13;0.015%
21725;13;0.015%
2278;13;0.015%
1732;13;0.015%
38045;13;0.015%
4568;13;0.015%
33760;13;0.015%
34768;13;0.015%
37894;13;0.015%
26156;13;0.015%
20691;13;0.015%
10539;13;0.015%
38209;13;0.015%
40707;13;0.015%
39949;13;0.015%
4992;13;0.015%
40011;13;0.015%
19244;13;0.015%
21482;13;0.015%
6554;13;0.015%
34310;13;0.015%
36275;13;0.015%
7613;13;0.015%
21747;13;0.015%
31413;13;0.015%
15202;13;0.015%
36700;13;0.015%
13970;13;0.015%
34740;13;0.015%
16173;13;0.015%
13969;13;0.015%
2818;13;0.015%
40816;13;0.015%
34919;13;0.015%
