entity_id;total_amount_of_triples;relative_amount_of_triples
21684;64;0.045%
20966;64;0.045%
14656;63;0.045%
4154;63;0.045%
18287;63;0.045%
20809;63;0.045%
25998;62;0.044%
1001;62;0.044%
16678;62;0.044%
36575;62;0.044%
759;62;0.044%
38032;62;0.044%
35865;61;0.043%
15482;61;0.043%
18466;61;0.043%
34282;60;0.042%
15854;60;0.042%
31433;60;0.042%
21239;60;0.042%
39176;60;0.042%
40084;60;0.042%
24024;59;0.042%
1592;59;0.042%
20287;59;0.042%
38012;58;0.041%
15216;58;0.041%
30452;58;0.041%
23730;58;0.041%
26204;58;0.041%
19433;58;0.041%
25013;57;0.04%
20087;57;0.04%
19783;57;0.04%
20711;57;0.04%
28886;57;0.04%
32234;57;0.04%
9912;57;0.04%
14206;56;0.04%
14945;56;0.04%
14055;56;0.04%
27321;56;0.04%
26021;56;0.04%
24671;56;0.04%
34899;55;0.039%
16464;55;0.039%
12252;55;0.039%
30026;55;0.039%
14896;55;0.039%
30437;55;0.039%
8079;55;0.039%
12029;55;0.039%
19949;54;0.038%
25728;54;0.038%
19429;54;0.038%
6938;54;0.038%
22722;54;0.038%
27488;54;0.038%
18294;54;0.038%
32429;54;0.038%
1006;53;0.037%
11226;53;0.037%
21832;53;0.037%
13963;53;0.037%
10202;53;0.037%
21736;52;0.037%
23115;52;0.037%
35246;52;0.037%
38094;52;0.037%
24541;52;0.037%
2891;52;0.037%
15691;52;0.037%
39815;52;0.037%
14008;52;0.037%
22668;52;0.037%
19481;52;0.037%
35119;52;0.037%
33205;52;0.037%
19416;52;0.037%
1264;51;0.036%
33150;51;0.036%
7951;51;0.036%
33936;51;0.036%
2511;51;0.036%
14092;51;0.036%
3776;50;0.035%
36499;50;0.035%
13911;50;0.035%
19615;50;0.035%
28969;50;0.035%
944;50;0.035%
35462;50;0.035%
21824;50;0.035%
16119;50;0.035%
26337;49;0.035%
7779;49;0.035%
24218;49;0.035%
32612;49;0.035%
12562;49;0.035%
38809;49;0.035%
3236;49;0.035%
20496;49;0.035%
14118;49;0.035%
21741;48;0.034%
20585;48;0.034%
650;48;0.034%
17991;48;0.034%
2516;48;0.034%
18034;48;0.034%
7595;48;0.034%
14114;48;0.034%
2863;48;0.034%
29903;48;0.034%
30223;47;0.033%
6244;47;0.033%
12101;47;0.033%
40452;47;0.033%
11417;47;0.033%
22994;47;0.033%
12235;47;0.033%
22177;47;0.033%
18537;47;0.033%
6502;47;0.033%
20026;47;0.033%
36505;47;0.033%
19977;47;0.033%
22065;46;0.033%
35828;46;0.033%
18297;46;0.033%
16003;46;0.033%
19874;46;0.033%
28434;46;0.033%
14550;46;0.033%
19126;46;0.033%
14687;45;0.032%
13873;45;0.032%
35375;45;0.032%
21008;45;0.032%
3699;45;0.032%
8931;45;0.032%
29043;45;0.032%
33534;44;0.031%
9551;44;0.031%
22822;44;0.031%
20074;44;0.031%
26615;44;0.031%
19114;44;0.031%
21581;44;0.031%
16780;44;0.031%
35546;44;0.031%
3742;44;0.031%
18147;44;0.031%
8934;44;0.031%
40381;43;0.03%
30946;43;0.03%
36747;43;0.03%
18008;43;0.03%
2800;43;0.03%
39333;43;0.03%
27704;43;0.03%
8273;43;0.03%
26729;43;0.03%
4643;43;0.03%
19889;43;0.03%
12544;43;0.03%
658;43;0.03%
36959;43;0.03%
16722;43;0.03%
20558;42;0.03%
6020;42;0.03%
23821;42;0.03%
36607;42;0.03%
15398;42;0.03%
30453;42;0.03%
19377;42;0.03%
22188;42;0.03%
10193;42;0.03%
2484;42;0.03%
9002;42;0.03%
6236;42;0.03%
14611;42;0.03%
39950;42;0.03%
5446;42;0.03%
15790;42;0.03%
37107;42;0.03%
34427;42;0.03%
22656;41;0.029%
9153;41;0.029%
21692;41;0.029%
21707;41;0.029%
39059;41;0.029%
28244;41;0.029%
31411;41;0.029%
38800;41;0.029%
38677;41;0.029%
40199;41;0.029%
14423;41;0.029%
18589;41;0.029%
19974;41;0.029%
35955;41;0.029%
38763;41;0.029%
19937;41;0.029%
5891;41;0.029%
24337;41;0.029%
21230;41;0.029%
21739;41;0.029%
29968;41;0.029%
14556;41;0.029%
6536;41;0.029%
15606;40;0.028%
17163;40;0.028%
19827;40;0.028%
20192;40;0.028%
30502;40;0.028%
36563;40;0.028%
3436;40;0.028%
14089;40;0.028%
20468;40;0.028%
0;40;0.028%
26420;40;0.028%
32659;40;0.028%
31879;40;0.028%
21353;40;0.028%
7646;40;0.028%
18455;40;0.028%
27868;40;0.028%
8876;40;0.028%
39196;40;0.028%
1869;40;0.028%
7933;40;0.028%
13988;40;0.028%
17815;39;0.028%
23972;39;0.028%
34639;39;0.028%
14828;39;0.028%
26421;39;0.028%
16009;39;0.028%
29376;39;0.028%
6302;39;0.028%
37644;39;0.028%
40551;39;0.028%
13961;39;0.028%
34532;39;0.028%
27291;38;0.027%
26478;38;0.027%
35579;38;0.027%
644;38;0.027%
17185;38;0.027%
1148;38;0.027%
1016;38;0.027%
12422;38;0.027%
5622;38;0.027%
29147;38;0.027%
9076;38;0.027%
33381;38;0.027%
19385;38;0.027%
39858;38;0.027%
18202;38;0.027%
12016;38;0.027%
7424;38;0.027%
27828;37;0.026%
17413;37;0.026%
36941;37;0.026%
23428;37;0.026%
4090;37;0.026%
37974;37;0.026%
1968;37;0.026%
13884;37;0.026%
13477;37;0.026%
3327;37;0.026%
28280;37;0.026%
14205;37;0.026%
31430;37;0.026%
4608;37;0.026%
22484;37;0.026%
23572;37;0.026%
22512;37;0.026%
39590;37;0.026%
6557;37;0.026%
40783;37;0.026%
36743;37;0.026%
14033;37;0.026%
26799;37;0.026%
8593;37;0.026%
38646;37;0.026%
21701;37;0.026%
5959;36;0.025%
36638;36;0.025%
34717;36;0.025%
15977;36;0.025%
20975;36;0.025%
30541;36;0.025%
26096;36;0.025%
13531;36;0.025%
3099;36;0.025%
1013;36;0.025%
32920;36;0.025%
7767;36;0.025%
4780;36;0.025%
26005;36;0.025%
22191;36;0.025%
13361;36;0.025%
38284;36;0.025%
31081;36;0.025%
34335;36;0.025%
36861;36;0.025%
18007;36;0.025%
9367;36;0.025%
36126;35;0.025%
14071;35;0.025%
16490;35;0.025%
35055;35;0.025%
10459;35;0.025%
20009;35;0.025%
38887;35;0.025%
29861;35;0.025%
40508;35;0.025%
780;35;0.025%
18054;35;0.025%
15914;35;0.025%
35972;35;0.025%
38661;35;0.025%
20360;35;0.025%
11670;35;0.025%
17406;35;0.025%
38543;35;0.025%
6891;35;0.025%
10724;35;0.025%
36309;35;0.025%
15154;35;0.025%
8458;35;0.025%
21367;35;0.025%
20374;35;0.025%
14198;35;0.025%
35802;34;0.024%
14660;34;0.024%
31438;34;0.024%
24545;34;0.024%
16058;34;0.024%
14814;34;0.024%
1247;34;0.024%
21695;34;0.024%
21146;34;0.024%
20520;34;0.024%
12199;34;0.024%
17805;34;0.024%
26009;34;0.024%
26918;34;0.024%
38812;34;0.024%
31092;34;0.024%
40215;34;0.024%
8426;34;0.024%
2503;34;0.024%
10849;34;0.024%
39716;34;0.024%
30069;34;0.024%
7979;34;0.024%
8249;34;0.024%
10723;34;0.024%
18460;34;0.024%
8616;34;0.024%
12067;34;0.024%
38079;34;0.024%
36461;34;0.024%
2712;33;0.023%
23655;33;0.023%
31702;33;0.023%
12300;33;0.023%
17836;33;0.023%
38374;33;0.023%
36682;33;0.023%
30601;33;0.023%
32315;33;0.023%
38235;33;0.023%
38848;33;0.023%
23938;33;0.023%
2534;33;0.023%
31623;33;0.023%
24257;33;0.023%
15988;33;0.023%
14641;33;0.023%
4010;33;0.023%
35437;33;0.023%
4421;33;0.023%
30180;33;0.023%
14000;33;0.023%
10379;33;0.023%
38573;33;0.023%
25996;33;0.023%
22552;33;0.023%
4234;33;0.023%
4332;33;0.023%
37267;33;0.023%
21666;33;0.023%
23402;33;0.023%
38408;32;0.023%
40554;32;0.023%
417;32;0.023%
28646;32;0.023%
34301;32;0.023%
24360;32;0.023%
21468;32;0.023%
3150;32;0.023%
20731;32;0.023%
17932;32;0.023%
17848;32;0.023%
4313;32;0.023%
20529;32;0.023%
37136;32;0.023%
2068;32;0.023%
33635;32;0.023%
25760;32;0.023%
8937;32;0.023%
12071;32;0.023%
12932;32;0.023%
32710;32;0.023%
20343;32;0.023%
12800;32;0.023%
1651;32;0.023%
39813;32;0.023%
32584;32;0.023%
18459;32;0.023%
14839;32;0.023%
14042;32;0.023%
31410;32;0.023%
39558;32;0.023%
28980;32;0.023%
798;32;0.023%
1575;32;0.023%
37901;32;0.023%
14900;32;0.023%
29161;32;0.023%
38282;31;0.022%
31944;31;0.022%
34293;31;0.022%
40504;31;0.022%
38488;31;0.022%
37034;31;0.022%
34821;31;0.022%
29377;31;0.022%
10873;31;0.022%
17365;31;0.022%
29598;31;0.022%
29099;31;0.022%
22192;31;0.022%
8060;31;0.022%
39411;31;0.022%
16002;31;0.022%
15006;31;0.022%
22290;31;0.022%
29658;31;0.022%
10630;31;0.022%
36028;31;0.022%
11281;31;0.022%
1127;31;0.022%
23408;31;0.022%
17174;31;0.022%
38414;31;0.022%
26013;31;0.022%
20823;31;0.022%
35616;30;0.021%
14073;30;0.021%
768;30;0.021%
37445;30;0.021%
4342;30;0.021%
14917;30;0.021%
18432;30;0.021%
19781;30;0.021%
15929;30;0.021%
23354;30;0.021%
38093;30;0.021%
2843;30;0.021%
15920;30;0.021%
33864;30;0.021%
23780;30;0.021%
19095;30;0.021%
18405;30;0.021%
7965;30;0.021%
35735;30;0.021%
866;30;0.021%
19518;30;0.021%
23298;30;0.021%
8450;30;0.021%
12449;30;0.021%
12842;30;0.021%
32638;30;0.021%
7402;30;0.021%
21742;30;0.021%
20597;30;0.021%
8221;30;0.021%
26246;30;0.021%
1631;30;0.021%
40043;30;0.021%
9729;30;0.021%
3078;30;0.021%
8569;30;0.021%
22169;30;0.021%
34036;30;0.021%
12766;30;0.021%
7677;29;0.021%
6401;29;0.021%
17978;29;0.021%
2928;29;0.021%
2106;29;0.021%
21173;29;0.021%
4847;29;0.021%
5396;29;0.021%
13707;29;0.021%
33939;29;0.021%
29240;29;0.021%
17963;29;0.021%
35396;29;0.021%
425;29;0.021%
18016;29;0.021%
30465;29;0.021%
6604;29;0.021%
17998;29;0.021%
31129;29;0.021%
27069;29;0.021%
20304;29;0.021%
19;29;0.021%
34103;29;0.021%
4423;29;0.021%
14609;29;0.021%
29980;29;0.021%
2187;29;0.021%
20650;29;0.021%
6212;29;0.021%
34872;29;0.021%
40678;29;0.021%
4422;29;0.021%
39921;29;0.021%
39833;29;0.021%
1231;29;0.021%
13597;29;0.021%
19543;29;0.021%
13997;29;0.021%
28598;29;0.021%
40302;29;0.021%
32435;29;0.021%
29447;29;0.021%
23877;29;0.021%
32336;29;0.021%
14240;29;0.021%
38545;28;0.02%
26824;28;0.02%
20366;28;0.02%
24340;28;0.02%
24517;28;0.02%
12845;28;0.02%
1402;28;0.02%
34171;28;0.02%
12710;28;0.02%
22894;28;0.02%
19512;28;0.02%
40567;28;0.02%
14877;28;0.02%
34979;28;0.02%
23945;28;0.02%
20537;28;0.02%
10091;28;0.02%
13964;28;0.02%
22205;28;0.02%
18396;28;0.02%
12014;28;0.02%
20264;28;0.02%
35000;28;0.02%
37812;28;0.02%
40123;28;0.02%
34888;28;0.02%
18799;28;0.02%
20759;28;0.02%
26156;28;0.02%
35874;28;0.02%
17546;28;0.02%
10612;28;0.02%
4888;28;0.02%
30233;28;0.02%
24630;28;0.02%
17941;28;0.02%
39215;28;0.02%
13114;28;0.02%
20065;28;0.02%
17779;28;0.02%
11753;28;0.02%
10684;28;0.02%
30466;28;0.02%
604;28;0.02%
20708;28;0.02%
24543;28;0.02%
4158;28;0.02%
12214;28;0.02%
32285;28;0.02%
3562;28;0.02%
15353;28;0.02%
28119;28;0.02%
35827;28;0.02%
40412;28;0.02%
14211;28;0.02%
4389;28;0.02%
12479;28;0.02%
18207;28;0.02%
18747;28;0.02%
18321;27;0.019%
14365;27;0.019%
35826;27;0.019%
21078;27;0.019%
14100;27;0.019%
38285;27;0.019%
20519;27;0.019%
14986;27;0.019%
37273;27;0.019%
2224;27;0.019%
18450;27;0.019%
4221;27;0.019%
18340;27;0.019%
21743;27;0.019%
36472;27;0.019%
10540;27;0.019%
26057;27;0.019%
15604;27;0.019%
20223;27;0.019%
19494;27;0.019%
31553;27;0.019%
1193;27;0.019%
20111;27;0.019%
6855;27;0.019%
32520;27;0.019%
21726;27;0.019%
1465;27;0.019%
5199;27;0.019%
23561;27;0.019%
20062;27;0.019%
38351;27;0.019%
7423;27;0.019%
10896;27;0.019%
1471;27;0.019%
35275;27;0.019%
10539;27;0.019%
37843;27;0.019%
1514;27;0.019%
21776;27;0.019%
17499;27;0.019%
27768;27;0.019%
22024;27;0.019%
38081;27;0.019%
19176;27;0.019%
30765;27;0.019%
6183;27;0.019%
3514;27;0.019%
32968;27;0.019%
33394;27;0.019%
21711;27;0.019%
15134;27;0.019%
37119;27;0.019%
23647;27;0.019%
4844;27;0.019%
14767;27;0.019%
9780;27;0.019%
34190;27;0.019%
8963;27;0.019%
39071;27;0.019%
20843;27;0.019%
38745;26;0.018%
15200;26;0.018%
3400;26;0.018%
25850;26;0.018%
18507;26;0.018%
18467;26;0.018%
22783;26;0.018%
29669;26;0.018%
8617;26;0.018%
20696;26;0.018%
3484;26;0.018%
3998;26;0.018%
2716;26;0.018%
38566;26;0.018%
1947;26;0.018%
24393;26;0.018%
20000;26;0.018%
538;26;0.018%
36031;26;0.018%
1612;26;0.018%
296;26;0.018%
23404;26;0.018%
13386;26;0.018%
34750;26;0.018%
18578;26;0.018%
14105;26;0.018%
20567;26;0.018%
21690;26;0.018%
19676;26;0.018%
21747;26;0.018%
18737;26;0.018%
17157;26;0.018%
12100;26;0.018%
39958;26;0.018%
9388;26;0.018%
3425;26;0.018%
37262;26;0.018%
34689;26;0.018%
39997;26;0.018%
39166;26;0.018%
24542;26;0.018%
23380;26;0.018%
19921;26;0.018%
34806;26;0.018%
39805;26;0.018%
20988;26;0.018%
14780;26;0.018%
31976;26;0.018%
11867;26;0.018%
33633;26;0.018%
38585;26;0.018%
23914;26;0.018%
18577;26;0.018%
35472;26;0.018%
3212;26;0.018%
36947;25;0.018%
14082;25;0.018%
29270;25;0.018%
7546;25;0.018%
30542;25;0.018%
22701;25;0.018%
5217;25;0.018%
25999;25;0.018%
15100;25;0.018%
35670;25;0.018%
28031;25;0.018%
39633;25;0.018%
18813;25;0.018%
36125;25;0.018%
10231;25;0.018%
34412;25;0.018%
923;25;0.018%
40058;25;0.018%
29312;25;0.018%
30459;25;0.018%
447;25;0.018%
16113;25;0.018%
20063;25;0.018%
16763;25;0.018%
17193;25;0.018%
40325;25;0.018%
15832;25;0.018%
40843;25;0.018%
39426;25;0.018%
13889;25;0.018%
36770;25;0.018%
40475;25;0.018%
39948;25;0.018%
4166;25;0.018%
27435;25;0.018%
22584;25;0.018%
149;25;0.018%
40034;25;0.018%
8020;25;0.018%
34061;25;0.018%
18241;25;0.018%
32261;25;0.018%
36944;25;0.018%
16495;25;0.018%
5378;25;0.018%
21327;25;0.018%
6128;25;0.018%
37950;25;0.018%
5042;25;0.018%
19596;25;0.018%
24020;25;0.018%
29483;25;0.018%
3339;25;0.018%
3652;25;0.018%
25020;25;0.018%
37301;25;0.018%
30521;25;0.018%
20148;25;0.018%
35721;25;0.018%
19812;25;0.018%
5511;25;0.018%
29678;25;0.018%
5292;25;0.018%
34109;25;0.018%
25940;25;0.018%
5231;24;0.017%
6056;24;0.017%
30809;24;0.017%
34844;24;0.017%
35718;24;0.017%
26952;24;0.017%
35989;24;0.017%
37029;24;0.017%
34898;24;0.017%
13970;24;0.017%
30411;24;0.017%
22982;24;0.017%
38540;24;0.017%
2989;24;0.017%
38461;24;0.017%
16561;24;0.017%
15887;24;0.017%
24378;24;0.017%
29813;24;0.017%
7591;24;0.017%
3276;24;0.017%
13535;24;0.017%
13646;24;0.017%
20477;24;0.017%
28405;24;0.017%
11506;24;0.017%
1131;24;0.017%
31590;24;0.017%
33476;24;0.017%
2356;24;0.017%
10310;24;0.017%
19495;24;0.017%
19244;24;0.017%
4349;24;0.017%
34273;24;0.017%
4145;24;0.017%
14141;24;0.017%
13028;24;0.017%
15960;24;0.017%
40816;24;0.017%
5365;24;0.017%
21818;24;0.017%
37919;24;0.017%
38989;24;0.017%
34028;24;0.017%
19460;24;0.017%
34322;24;0.017%
23454;24;0.017%
5082;24;0.017%
14475;24;0.017%
26443;24;0.017%
31686;24;0.017%
20317;24;0.017%
3447;24;0.017%
22061;24;0.017%
35480;24;0.017%
35316;24;0.017%
30872;24;0.017%
14177;24;0.017%
2370;24;0.017%
8038;24;0.017%
17814;24;0.017%
9558;24;0.017%
37007;24;0.017%
14452;24;0.017%
2808;24;0.017%
34152;24;0.017%
40819;24;0.017%
18503;23;0.016%
27680;23;0.016%
2235;23;0.016%
36050;23;0.016%
34755;23;0.016%
19109;23;0.016%
5777;23;0.016%
713;23;0.016%
9010;23;0.016%
34308;23;0.016%
18547;23;0.016%
7991;23;0.016%
11637;23;0.016%
40072;23;0.016%
12141;23;0.016%
14119;23;0.016%
9684;23;0.016%
35179;23;0.016%
33774;23;0.016%
36090;23;0.016%
35707;23;0.016%
10063;23;0.016%
40685;23;0.016%
27996;23;0.016%
4758;23;0.016%
23024;23;0.016%
18182;23;0.016%
29203;23;0.016%
5197;23;0.016%
34566;23;0.016%
18184;23;0.016%
21737;23;0.016%
15467;23;0.016%
13558;23;0.016%
8378;23;0.016%
30409;23;0.016%
31447;23;0.016%
17409;23;0.016%
24446;23;0.016%
24273;23;0.016%
10426;23;0.016%
24979;23;0.016%
4992;23;0.016%
36700;23;0.016%
29427;23;0.016%
12826;23;0.016%
34758;23;0.016%
17515;23;0.016%
2055;23;0.016%
2335;23;0.016%
9923;23;0.016%
26007;23;0.016%
9290;23;0.016%
5031;23;0.016%
18480;23;0.016%
28386;23;0.016%
39380;23;0.016%
5019;23;0.016%
23626;23;0.016%
10629;23;0.016%
33595;23;0.016%
2537;23;0.016%
24294;23;0.016%
16814;23;0.016%
21731;23;0.016%
33005;23;0.016%
23844;23;0.016%
19428;23;0.016%
21536;23;0.016%
39872;23;0.016%
40388;23;0.016%
14467;23;0.016%
26520;23;0.016%
11560;23;0.016%
16887;23;0.016%
3440;23;0.016%
9372;23;0.016%
37018;23;0.016%
15361;23;0.016%
37047;23;0.016%
16871;23;0.016%
4391;23;0.016%
15456;23;0.016%
38266;23;0.016%
34052;23;0.016%
9439;22;0.016%
37785;22;0.016%
18231;22;0.016%
24563;22;0.016%
40292;22;0.016%
34311;22;0.016%
26914;22;0.016%
9838;22;0.016%
24147;22;0.016%
39610;22;0.016%
31704;22;0.016%
1735;22;0.016%
15036;22;0.016%
6358;22;0.016%
2058;22;0.016%
30709;22;0.016%
31727;22;0.016%
8140;22;0.016%
19503;22;0.016%
28887;22;0.016%
22776;22;0.016%
37998;22;0.016%
27984;22;0.016%
14696;22;0.016%
29981;22;0.016%
14148;22;0.016%
14307;22;0.016%
27613;22;0.016%
2458;22;0.016%
26858;22;0.016%
22183;22;0.016%
1042;22;0.016%
13610;22;0.016%
4910;22;0.016%
34598;22;0.016%
12111;22;0.016%
16450;22;0.016%
15796;22;0.016%
39927;22;0.016%
37898;22;0.016%
22968;22;0.016%
18631;22;0.016%
31902;22;0.016%
35662;22;0.016%
31822;22;0.016%
22547;22;0.016%
37689;22;0.016%
27784;22;0.016%
12924;22;0.016%
12030;22;0.016%
3334;22;0.016%
29314;22;0.016%
26202;22;0.016%
119;22;0.016%
1522;22;0.016%
35820;22;0.016%
20689;22;0.016%
34740;22;0.016%
39266;22;0.016%
40818;22;0.016%
28143;22;0.016%
6554;22;0.016%
28055;22;0.016%
33202;22;0.016%
1378;22;0.016%
35115;22;0.016%
15177;22;0.016%
32859;22;0.016%
21879;22;0.016%
31894;22;0.016%
27635;22;0.016%
14038;22;0.016%
29;22;0.016%
6430;22;0.016%
1512;22;0.016%
12278;22;0.016%
19191;22;0.016%
34425;22;0.016%
22756;22;0.016%
22799;22;0.016%
20776;22;0.016%
27609;22;0.016%
40893;22;0.016%
9700;22;0.016%
4662;22;0.016%
20604;22;0.016%
27997;22;0.016%
37085;22;0.016%
20534;22;0.016%
26687;22;0.016%
34701;22;0.016%
30431;22;0.016%
31440;22;0.016%
26022;22;0.016%
9610;22;0.016%
21072;22;0.016%
37986;22;0.016%
24432;22;0.016%
13745;22;0.016%
40023;22;0.016%
9839;22;0.016%
14312;22;0.016%
32420;22;0.016%
17989;22;0.016%
17206;22;0.016%
14287;22;0.016%
34615;22;0.016%
36688;22;0.016%
14484;22;0.016%
38863;22;0.016%
8705;22;0.016%
22128;22;0.016%
8735;22;0.016%
36794;22;0.016%
13515;22;0.016%
36471;22;0.016%
19527;22;0.016%
18994;22;0.016%
13268;21;0.015%
16182;21;0.015%
19355;21;0.015%
20661;21;0.015%
7587;21;0.015%
31460;21;0.015%
16147;21;0.015%
23287;21;0.015%
35855;21;0.015%
1669;21;0.015%
10454;21;0.015%
15437;21;0.015%
871;21;0.015%
2039;21;0.015%
34828;21;0.015%
2445;21;0.015%
34355;21;0.015%
20404;21;0.015%
7610;21;0.015%
12216;21;0.015%
33096;21;0.015%
4184;21;0.015%
11164;21;0.015%
24124;21;0.015%
5299;21;0.015%
35761;21;0.015%
35704;21;0.015%
7493;21;0.015%
37800;21;0.015%
36647;21;0.015%
35706;21;0.015%
34698;21;0.015%
34938;21;0.015%
31436;21;0.015%
12880;21;0.015%
6427;21;0.015%
35379;21;0.015%
3261;21;0.015%
19310;21;0.015%
13237;21;0.015%
37727;21;0.015%
13198;21;0.015%
25942;21;0.015%
20771;21;0.015%
1626;21;0.015%
26947;21;0.015%
33760;21;0.015%
12161;21;0.015%
26003;21;0.015%
37188;21;0.015%
9687;21;0.015%
15078;21;0.015%
19791;21;0.015%
8898;21;0.015%
35038;21;0.015%
16090;21;0.015%
34994;21;0.015%
21482;21;0.015%
20244;21;0.015%
6345;21;0.015%
5893;21;0.015%
7780;21;0.015%
30428;21;0.015%
12231;21;0.015%
36036;21;0.015%
2349;21;0.015%
6469;21;0.015%
8065;21;0.015%
25759;21;0.015%
38092;21;0.015%
35421;21;0.015%
8069;21;0.015%
39386;21;0.015%
36174;21;0.015%
34579;21;0.015%
20830;21;0.015%
40885;21;0.015%
35202;21;0.015%
27702;21;0.015%
12838;21;0.015%
31911;21;0.015%
10087;21;0.015%
5592;21;0.015%
15986;21;0.015%
19982;21;0.015%
24727;21;0.015%
30905;21;0.015%
298;21;0.015%
18700;21;0.015%
39898;21;0.015%
21136;21;0.015%
18430;21;0.015%
1112;21;0.015%
5141;21;0.015%
31764;21;0.015%
21714;21;0.015%
20951;21;0.015%
24806;21;0.015%
39224;21;0.015%
870;21;0.015%
4340;21;0.015%
40483;21;0.015%
36720;21;0.015%
17291;21;0.015%
13888;21;0.015%
27659;20;0.014%
36058;20;0.014%
17664;20;0.014%
11891;20;0.014%
8892;20;0.014%
6175;20;0.014%
7735;20;0.014%
10568;20;0.014%
39966;20;0.014%
8555;20;0.014%
12336;20;0.014%
22833;20;0.014%
5168;20;0.014%
1021;20;0.014%
14298;20;0.014%
37226;20;0.014%
18653;20;0.014%
23322;20;0.014%
2098;20;0.014%
18857;20;0.014%
16205;20;0.014%
12418;20;0.014%
39873;20;0.014%
3485;20;0.014%
11512;20;0.014%
16586;20;0.014%
20459;20;0.014%
35315;20;0.014%
26825;20;0.014%
19799;20;0.014%
39419;20;0.014%
12558;20;0.014%
32890;20;0.014%
35930;20;0.014%
29042;20;0.014%
18736;20;0.014%
35702;20;0.014%
19392;20;0.014%
34921;20;0.014%
37805;20;0.014%
35406;20;0.014%
40204;20;0.014%
26417;20;0.014%
32187;20;0.014%
36565;20;0.014%
17834;20;0.014%
22001;20;0.014%
13454;20;0.014%
36208;20;0.014%
36540;20;0.014%
25592;20;0.014%
19521;20;0.014%
16617;20;0.014%
33779;20;0.014%
20301;20;0.014%
1553;20;0.014%
