entity_id;total_amount_of_triples;relative_amount_of_triples
957;551;0.051%
21643;551;0.051%
7389;550;0.051%
4158;546;0.051%
61555;543;0.05%
44851;543;0.05%
65856;540;0.05%
113184;539;0.05%
49697;539;0.05%
4276;538;0.05%
49971;537;0.05%
98620;536;0.05%
62697;533;0.049%
15614;533;0.049%
6181;530;0.049%
57677;528;0.049%
52804;521;0.048%
35945;521;0.048%
62437;520;0.048%
36101;516;0.048%
18648;516;0.048%
33815;515;0.048%
16791;514;0.048%
50420;511;0.047%
79207;511;0.047%
49997;511;0.047%
63026;510;0.047%
16777;507;0.047%
88675;504;0.047%
64215;504;0.047%
98541;502;0.047%
68252;502;0.047%
113026;500;0.046%
111536;497;0.046%
103916;497;0.046%
113037;496;0.046%
60863;495;0.046%
119896;494;0.046%
101698;494;0.046%
29764;493;0.046%
51967;493;0.046%
104787;492;0.046%
48763;492;0.046%
56725;489;0.045%
111156;488;0.045%
28627;486;0.045%
47787;486;0.045%
14331;486;0.045%
106255;486;0.045%
115233;485;0.045%
80826;483;0.045%
3698;482;0.045%
106254;482;0.045%
51015;479;0.044%
3746;479;0.044%
28025;479;0.044%
103477;478;0.044%
62836;476;0.044%
53472;474;0.044%
66285;473;0.044%
45040;473;0.044%
52688;473;0.044%
5627;473;0.044%
36014;473;0.044%
49916;471;0.044%
15967;469;0.043%
49566;469;0.043%
50225;468;0.043%
122390;467;0.043%
49656;466;0.043%
121452;465;0.043%
4197;459;0.043%
118287;459;0.043%
122730;459;0.043%
14341;457;0.042%
3913;454;0.042%
118956;453;0.042%
101573;453;0.042%
42138;453;0.042%
6806;452;0.042%
61052;452;0.042%
80330;451;0.042%
120265;448;0.042%
85935;448;0.042%
103479;448;0.042%
42142;447;0.041%
116723;446;0.041%
50176;443;0.041%
104766;442;0.041%
71934;442;0.041%
33856;440;0.041%
25964;438;0.041%
30299;436;0.04%
113626;434;0.04%
80915;434;0.04%
109941;433;0.04%
113029;433;0.04%
78246;433;0.04%
42079;429;0.04%
62967;428;0.04%
3674;427;0.04%
17695;427;0.04%
16861;426;0.039%
114630;425;0.039%
118973;421;0.039%
106786;421;0.039%
7842;420;0.039%
32634;420;0.039%
763;420;0.039%
100534;418;0.039%
114605;416;0.039%
111527;415;0.038%
63708;414;0.038%
14043;414;0.038%
3720;413;0.038%
106265;413;0.038%
17697;413;0.038%
101666;412;0.038%
116467;412;0.038%
36887;411;0.038%
30675;410;0.038%
119368;409;0.038%
108779;407;0.038%
114627;406;0.038%
35635;406;0.038%
119460;406;0.038%
3777;406;0.038%
102305;406;0.038%
50283;405;0.038%
30968;404;0.037%
51932;404;0.037%
50651;404;0.037%
48748;400;0.037%
35929;400;0.037%
50082;398;0.037%
111067;398;0.037%
120161;398;0.037%
113196;398;0.037%
84673;397;0.037%
54899;396;0.037%
84689;396;0.037%
88560;396;0.037%
92960;396;0.037%
21111;395;0.037%
17348;395;0.037%
17448;395;0.037%
84684;395;0.037%
110911;394;0.037%
17025;394;0.037%
103909;393;0.036%
13312;392;0.036%
98249;392;0.036%
111529;391;0.036%
14047;390;0.036%
35944;390;0.036%
30745;390;0.036%
33598;390;0.036%
37030;389;0.036%
48876;389;0.036%
45253;389;0.036%
94847;388;0.036%
55829;387;0.036%
3745;386;0.036%
6805;386;0.036%
52551;386;0.036%
120164;386;0.036%
13389;386;0.036%
47655;385;0.036%
56968;385;0.036%
1291;384;0.036%
101328;383;0.035%
114589;382;0.035%
36497;382;0.035%
32494;382;0.035%
49500;381;0.035%
92954;381;0.035%
17661;381;0.035%
48735;381;0.035%
106996;380;0.035%
120052;379;0.035%
84174;379;0.035%
50162;379;0.035%
118794;379;0.035%
4244;378;0.035%
51543;378;0.035%
30728;377;0.035%
41982;377;0.035%
49374;376;0.035%
35971;376;0.035%
38366;375;0.035%
120033;375;0.035%
50269;373;0.035%
23103;372;0.034%
8786;372;0.034%
99010;372;0.034%
53967;372;0.034%
86394;371;0.034%
36453;371;0.034%
50147;371;0.034%
52012;369;0.034%
110800;369;0.034%
86416;369;0.034%
6682;368;0.034%
60059;368;0.034%
24665;368;0.034%
106227;368;0.034%
47590;368;0.034%
44846;367;0.034%
49672;367;0.034%
116500;367;0.034%
60888;366;0.034%
50215;366;0.034%
114828;365;0.034%
33914;365;0.034%
20478;365;0.034%
36081;365;0.034%
14039;365;0.034%
33266;363;0.034%
112414;362;0.034%
56523;362;0.034%
3747;362;0.034%
42378;361;0.033%
62226;361;0.033%
116403;360;0.033%
50399;360;0.033%
47797;359;0.033%
27548;359;0.033%
118651;358;0.033%
101432;357;0.033%
112836;357;0.033%
44045;357;0.033%
121422;356;0.033%
49629;356;0.033%
98194;356;0.033%
30318;355;0.033%
100445;355;0.033%
49722;353;0.033%
52745;353;0.033%
43078;352;0.033%
115249;352;0.033%
49561;352;0.033%
51638;352;0.033%
49384;351;0.033%
30732;350;0.032%
103405;350;0.032%
49351;350;0.032%
120059;350;0.032%
68250;349;0.032%
85456;348;0.032%
37569;347;0.032%
112993;347;0.032%
114478;346;0.032%
36016;346;0.032%
78258;345;0.032%
90290;344;0.032%
29825;344;0.032%
27121;344;0.032%
36466;343;0.032%
103487;343;0.032%
47790;343;0.032%
37881;343;0.032%
3500;343;0.032%
16214;342;0.032%
50300;342;0.032%
5582;341;0.032%
21276;340;0.032%
50098;340;0.032%
47796;340;0.032%
3744;340;0.032%
80813;339;0.031%
112077;339;0.031%
67635;339;0.031%
68256;338;0.031%
49534;338;0.031%
37795;338;0.031%
68692;337;0.031%
111220;336;0.031%
82875;336;0.031%
24712;336;0.031%
42078;336;0.031%
29963;335;0.031%
45026;335;0.031%
6898;334;0.031%
7117;334;0.031%
696;334;0.031%
43634;333;0.031%
47789;333;0.031%
3749;332;0.031%
11436;332;0.031%
97595;332;0.031%
36555;332;0.031%
49640;331;0.031%
109140;331;0.031%
66553;330;0.031%
106824;330;0.031%
88884;330;0.031%
101305;329;0.03%
117699;329;0.03%
4282;329;0.03%
49878;329;0.03%
20056;328;0.03%
14312;328;0.03%
15034;328;0.03%
65506;328;0.03%
50156;326;0.03%
99740;326;0.03%
101313;326;0.03%
55567;326;0.03%
88651;326;0.03%
37634;326;0.03%
33825;325;0.03%
46672;325;0.03%
20249;325;0.03%
17337;325;0.03%
13182;325;0.03%
103867;325;0.03%
82878;325;0.03%
6812;324;0.03%
47795;324;0.03%
60969;324;0.03%
38160;323;0.03%
99753;322;0.03%
42330;322;0.03%
61543;322;0.03%
35931;322;0.03%
85840;322;0.03%
61262;321;0.03%
119464;320;0.03%
113051;320;0.03%
42336;320;0.03%
120933;320;0.03%
49662;320;0.03%
8512;320;0.03%
78263;320;0.03%
99584;319;0.03%
16789;319;0.03%
67567;319;0.03%
62439;319;0.03%
47692;319;0.03%
29539;319;0.03%
25326;319;0.03%
14448;319;0.03%
21340;318;0.029%
30963;318;0.029%
52354;318;0.029%
118735;317;0.029%
88670;317;0.029%
36060;316;0.029%
6077;316;0.029%
17245;316;0.029%
49853;316;0.029%
55487;315;0.029%
28497;314;0.029%
56875;314;0.029%
49485;314;0.029%
50214;314;0.029%
30293;313;0.029%
47727;313;0.029%
12057;313;0.029%
49575;312;0.029%
65300;312;0.029%
30459;311;0.029%
24706;311;0.029%
12854;311;0.029%
96833;311;0.029%
31075;311;0.029%
36015;310;0.029%
120262;310;0.029%
49517;309;0.029%
6854;309;0.029%
25490;308;0.029%
29976;308;0.029%
13198;307;0.028%
49930;307;0.028%
84361;307;0.028%
49371;307;0.028%
116511;307;0.028%
2634;307;0.028%
121797;306;0.028%
26659;306;0.028%
24686;306;0.028%
1020;305;0.028%
35936;305;0.028%
49608;304;0.028%
52684;304;0.028%
47794;304;0.028%
49491;304;0.028%
50089;303;0.028%
109195;303;0.028%
49773;303;0.028%
108929;303;0.028%
89551;303;0.028%
54875;303;0.028%
14841;302;0.028%
49956;302;0.028%
114608;301;0.028%
38155;301;0.028%
96938;301;0.028%
67601;300;0.028%
35941;299;0.028%
116701;299;0.028%
49525;299;0.028%
11484;299;0.028%
25614;299;0.028%
49970;299;0.028%
106199;298;0.028%
112805;298;0.028%
119892;298;0.028%
49883;298;0.028%
46841;298;0.028%
3933;297;0.028%
220;297;0.028%
28271;297;0.028%
49967;296;0.027%
118797;296;0.027%
49896;296;0.027%
29173;296;0.027%
71126;296;0.027%
35994;295;0.027%
111535;295;0.027%
119895;294;0.027%
30729;294;0.027%
60954;294;0.027%
118798;294;0.027%
120084;294;0.027%
6856;294;0.027%
85866;293;0.027%
30295;293;0.027%
35947;293;0.027%
88886;293;0.027%
35963;293;0.027%
29649;292;0.027%
18653;292;0.027%
13789;292;0.027%
2783;291;0.027%
29725;291;0.027%
3936;291;0.027%
50856;291;0.027%
33078;291;0.027%
110327;290;0.027%
37799;290;0.027%
103486;290;0.027%
95732;290;0.027%
114620;290;0.027%
50104;289;0.027%
52800;288;0.027%
41860;288;0.027%
51745;288;0.027%
4269;288;0.027%
54189;288;0.027%
38153;288;0.027%
42133;287;0.027%
112895;287;0.027%
62168;287;0.027%
97567;286;0.027%
106974;286;0.027%
106693;286;0.027%
49926;286;0.027%
30369;286;0.027%
24750;285;0.026%
62142;285;0.026%
50378;285;0.026%
78410;284;0.026%
15974;284;0.026%
4290;283;0.026%
114722;283;0.026%
9681;283;0.026%
37609;282;0.026%
29727;282;0.026%
217;282;0.026%
72424;282;0.026%
50682;282;0.026%
74380;281;0.026%
14590;281;0.026%
3727;281;0.026%
119946;281;0.026%
30574;280;0.026%
17031;280;0.026%
38467;280;0.026%
30481;280;0.026%
120169;280;0.026%
49923;280;0.026%
8585;279;0.026%
5571;279;0.026%
49884;279;0.026%
98366;279;0.026%
106291;278;0.026%
3942;277;0.026%
49687;277;0.026%
88577;277;0.026%
104975;276;0.026%
68831;276;0.026%
36049;276;0.026%
57155;275;0.025%
4271;275;0.025%
78331;275;0.025%
85136;275;0.025%
56720;275;0.025%
114676;274;0.025%
36948;274;0.025%
48745;274;0.025%
14920;274;0.025%
58412;273;0.025%
54609;273;0.025%
50297;272;0.025%
32676;272;0.025%
2789;272;0.025%
63236;271;0.025%
13173;271;0.025%
45328;271;0.025%
4264;271;0.025%
41967;271;0.025%
41443;271;0.025%
117190;271;0.025%
54412;270;0.025%
49659;270;0.025%
28505;270;0.025%
98450;270;0.025%
65450;269;0.025%
49843;269;0.025%
106586;269;0.025%
44859;269;0.025%
88662;269;0.025%
121221;268;0.025%
67837;268;0.025%
98259;268;0.025%
87278;268;0.025%
112324;267;0.025%
98996;267;0.025%
38605;267;0.025%
14589;267;0.025%
110103;266;0.025%
103206;266;0.025%
36379;265;0.025%
110045;265;0.025%
23060;264;0.024%
5743;264;0.024%
44977;263;0.024%
3405;263;0.024%
50248;262;0.024%
60986;262;0.024%
97044;262;0.024%
54898;262;0.024%
60975;261;0.024%
89418;261;0.024%
52802;261;0.024%
45721;261;0.024%
97995;261;0.024%
3503;260;0.024%
103907;260;0.024%
101466;260;0.024%
48834;260;0.024%
14380;260;0.024%
38167;260;0.024%
44796;259;0.024%
21509;259;0.024%
24971;259;0.024%
14333;259;0.024%
30263;259;0.024%
14450;259;0.024%
82874;258;0.024%
42134;258;0.024%
50569;258;0.024%
5720;258;0.024%
13176;258;0.024%
36010;257;0.024%
67767;257;0.024%
2389;257;0.024%
65513;257;0.024%
32695;257;0.024%
94889;257;0.024%
32408;256;0.024%
99882;256;0.024%
112464;256;0.024%
50125;256;0.024%
56853;256;0.024%
16826;256;0.024%
17505;256;0.024%
112871;255;0.024%
106266;255;0.024%
86928;255;0.024%
72368;255;0.024%
43547;254;0.024%
36045;254;0.024%
117576;253;0.023%
32301;253;0.023%
29857;253;0.023%
19200;253;0.023%
94453;252;0.023%
104771;252;0.023%
79551;252;0.023%
49382;252;0.023%
51190;252;0.023%
63228;251;0.023%
60973;251;0.023%
30297;250;0.023%
37790;250;0.023%
106269;250;0.023%
106270;249;0.023%
49437;249;0.023%
46073;249;0.023%
105216;249;0.023%
71912;249;0.023%
118702;248;0.023%
42531;248;0.023%
3696;248;0.023%
48756;247;0.023%
29996;247;0.023%
49406;247;0.023%
48872;247;0.023%
49794;247;0.023%
120072;246;0.023%
86277;246;0.023%
30300;246;0.023%
54301;246;0.023%
86967;245;0.023%
112970;245;0.023%
25871;245;0.023%
120263;244;0.023%
47848;244;0.023%
7382;244;0.023%
113185;244;0.023%
49396;244;0.023%
1366;243;0.023%
39699;243;0.023%
111849;243;0.023%
6640;243;0.023%
50259;243;0.023%
16353;243;0.023%
15464;242;0.022%
113290;242;0.022%
69372;242;0.022%
49821;241;0.022%
121387;241;0.022%
50392;241;0.022%
109186;240;0.022%
90890;240;0.022%
3446;239;0.022%
52799;239;0.022%
13327;239;0.022%
68653;238;0.022%
81621;238;0.022%
78264;238;0.022%
21799;238;0.022%
84227;238;0.022%
103697;238;0.022%
13191;238;0.022%
49596;237;0.022%
38329;237;0.022%
38188;237;0.022%
103299;237;0.022%
41636;237;0.022%
44856;236;0.022%
99008;236;0.022%
100644;236;0.022%
70834;236;0.022%
41720;236;0.022%
112962;236;0.022%
34050;236;0.022%
14374;236;0.022%
14387;236;0.022%
33797;236;0.022%
32745;236;0.022%
104089;235;0.022%
87383;235;0.022%
7119;235;0.022%
52014;235;0.022%
50305;235;0.022%
85940;234;0.022%
14668;234;0.022%
24730;234;0.022%
56524;234;0.022%
4310;234;0.022%
50134;234;0.022%
32682;234;0.022%
66427;233;0.022%
32751;233;0.022%
16230;233;0.022%
22438;233;0.022%
15801;233;0.022%
119911;232;0.022%
92858;232;0.022%
17011;232;0.022%
49399;231;0.021%
29968;231;0.021%
3751;231;0.021%
112068;231;0.021%
47798;231;0.021%
111082;231;0.021%
104890;231;0.021%
84181;231;0.021%
61478;230;0.021%
106259;230;0.021%
49436;230;0.021%
52015;230;0.021%
56504;229;0.021%
14396;229;0.021%
72390;229;0.021%
28032;229;0.021%
116377;229;0.021%
50190;229;0.021%
69977;228;0.021%
68797;228;0.021%
45548;227;0.021%
66647;227;0.021%
59986;227;0.021%
103492;227;0.021%
50340;227;0.021%
120051;227;0.021%
3502;227;0.021%
12043;227;0.021%
57283;227;0.021%
108373;226;0.021%
2547;226;0.021%
50296;226;0.021%
48697;225;0.021%
224;225;0.021%
33586;225;0.021%
6861;224;0.021%
30079;224;0.021%
36062;224;0.021%
79293;224;0.021%
120149;224;0.021%
68658;224;0.021%
52037;223;0.021%
27997;223;0.021%
111076;223;0.021%
19671;222;0.021%
3783;222;0.021%
63490;222;0.021%
118263;222;0.021%
33632;222;0.021%
112963;221;0.02%
48855;221;0.02%
3842;221;0.02%
17587;221;0.02%
89675;220;0.02%
44634;220;0.02%
65495;220;0.02%
68798;220;0.02%
51174;220;0.02%
122520;220;0.02%
1270;220;0.02%
78315;220;0.02%
49372;220;0.02%
7749;220;0.02%
43610;219;0.02%
52563;219;0.02%
70046;219;0.02%
100925;218;0.02%
111655;218;0.02%
14326;217;0.02%
99764;217;0.02%
90923;217;0.02%
50101;217;0.02%
65334;217;0.02%
33281;217;0.02%
92962;217;0.02%
17188;217;0.02%
52460;216;0.02%
63205;216;0.02%
36037;216;0.02%
18011;216;0.02%
15453;215;0.02%
14339;215;0.02%
49644;215;0.02%
2736;215;0.02%
66284;215;0.02%
82892;214;0.02%
25562;214;0.02%
180;214;0.02%
68795;214;0.02%
89425;214;0.02%
120042;214;0.02%
49419;214;0.02%
64268;213;0.02%
16505;213;0.02%
7572;213;0.02%
4220;213;0.02%
106241;213;0.02%
78272;213;0.02%
121685;213;0.02%
19163;213;0.02%
49420;213;0.02%
120222;213;0.02%
64037;212;0.02%
99045;212;0.02%
67799;212;0.02%
99741;212;0.02%
62760;212;0.02%
144;212;0.02%
118259;212;0.02%
32623;212;0.02%
18331;211;0.02%
68095;211;0.02%
87316;211;0.02%
42372;211;0.02%
52033;211;0.02%
1613;211;0.02%
50073;210;0.019%
63509;210;0.019%
14115;210;0.019%
119121;210;0.019%
50329;210;0.019%
30250;210;0.019%
36540;210;0.019%
64266;210;0.019%
72383;209;0.019%
78275;209;0.019%
100816;209;0.019%
1493;209;0.019%
28461;209;0.019%
2050;208;0.019%
68632;208;0.019%
45778;208;0.019%
36945;207;0.019%
88583;207;0.019%
97396;207;0.019%
42141;207;0.019%
49620;207;0.019%
4855;207;0.019%
101549;206;0.019%
60709;206;0.019%
44145;206;0.019%
72387;205;0.019%
35952;205;0.019%
36108;205;0.019%
30442;205;0.019%
7821;205;0.019%
119481;205;0.019%
69161;205;0.019%
49729;204;0.019%
112964;204;0.019%
36044;204;0.019%
88292;204;0.019%
78393;204;0.019%
54654;204;0.019%
97042;204;0.019%
33432;204;0.019%
25543;204;0.019%
81967;204;0.019%
37356;204;0.019%
121455;203;0.019%
52803;203;0.019%
99582;203;0.019%
68197;203;0.019%
50051;203;0.019%
60700;203;0.019%
50065;203;0.019%
16776;202;0.019%
30261;202;0.019%
6919;202;0.019%
114617;202;0.019%
67796;202;0.019%
103891;201;0.019%
106252;201;0.019%
50341;201;0.019%
36017;201;0.019%
15550;201;0.019%
100389;201;0.019%
107064;201;0.019%
36257;201;0.019%
49800;201;0.019%
14596;201;0.019%
30229;201;0.019%
49416;201;0.019%
120132;201;0.019%
47102;200;0.019%
110116;200;0.019%
117790;200;0.019%
55772;200;0.019%
28530;200;0.019%
8428;200;0.019%
88683;200;0.019%
108649;200;0.019%
122525;200;0.019%
82692;199;0.018%
69164;199;0.018%
112972;199;0.018%
49675;199;0.018%
114611;199;0.018%
55967;199;0.018%
21527;199;0.018%
64688;199;0.018%
49984;199;0.018%
66290;199;0.018%
103407;198;0.018%
44555;198;0.018%
46610;198;0.018%
13311;198;0.018%
2791;198;0.018%
43670;198;0.018%
103591;198;0.018%
3499;198;0.018%
86126;198;0.018%
60834;198;0.018%
100041;198;0.018%
50250;198;0.018%
15023;198;0.018%
50304;198;0.018%
82883;197;0.018%
114629;197;0.018%
36749;197;0.018%
49775;197;0.018%
21277;197;0.018%
101587;197;0.018%
52212;197;0.018%
121424;197;0.018%
54634;196;0.018%
5864;196;0.018%
42622;196;0.018%
105203;196;0.018%
79498;196;0.018%
60898;196;0.018%
111472;196;0.018%
762;196;0.018%
90895;196;0.018%
52691;195;0.018%
36064;195;0.018%
81090;195;0.018%
35970;195;0.018%
1347;195;0.018%
3941;195;0.018%
50589;195;0.018%
111123;194;0.018%
99831;194;0.018%
50099;194;0.018%
49925;194;0.018%
112757;194;0.018%
50675;194;0.018%
101528;194;0.018%
44805;193;0.018%
50638;193;0.018%
8498;193;0.018%
98277;193;0.018%
21624;192;0.018%
63177;192;0.018%
113077;192;0.018%
63214;192;0.018%
42364;192;0.018%
49408;192;0.018%
100354;191;0.018%
35967;191;0.018%
50047;191;0.018%
21252;191;0.018%
75373;191;0.018%
81898;191;0.018%
50449;191;0.018%
23888;191;0.018%
49945;191;0.018%
5525;190;0.018%
50453;190;0.018%
90616;190;0.018%
80722;190;0.018%
6076;190;0.018%
65516;190;0.018%
16490;190;0.018%
25468;189;0.018%
32842;189;0.018%
106294;189;0.018%
119894;189;0.018%
88400;189;0.018%
84688;189;0.018%
105337;189;0.018%
113202;189;0.018%
120630;188;0.017%
49806;188;0.017%
49421;188;0.017%
36004;188;0.017%
2966;188;0.017%
57804;188;0.017%
54969;188;0.017%
120199;188;0.017%
4365;187;0.017%
82455;187;0.017%
106292;187;0.017%
13889;187;0.017%
46075;187;0.017%
27093;186;0.017%
49551;186;0.017%
46787;186;0.017%
67783;186;0.017%
35937;186;0.017%
119935;186;0.017%
8830;186;0.017%
29677;186;0.017%
98248;186;0.017%
101652;186;0.017%
51542;186;0.017%
36459;186;0.017%
37884;186;0.017%
88663;186;0.017%
77744;186;0.017%
120224;185;0.017%
106229;185;0.017%
106833;185;0.017%
62781;185;0.017%
43619;185;0.017%
37184;185;0.017%
85363;185;0.017%
105475;184;0.017%
112969;184;0.017%
68827;184;0.017%
15263;184;0.017%
33609;184;0.017%
49974;184;0.017%
45300;184;0.017%
104215;183;0.017%
49530;183;0.017%
36011;183;0.017%
36635;183;0.017%
17392;183;0.017%
120249;183;0.017%
21811;183;0.017%
101600;183;0.017%
21944;183;0.017%
35964;183;0.017%
112124;183;0.017%
50015;183;0.017%
85436;183;0.017%
17092;182;0.017%
19253;182;0.017%
106316;182;0.017%
106811;182;0.017%
48907;182;0.017%
16814;182;0.017%
62409;182;0.017%
36085;181;0.017%
31931;181;0.017%
50359;181;0.017%
85966;181;0.017%
111495;181;0.017%
8831;181;0.017%
78344;181;0.017%
49383;181;0.017%
121948;180;0.017%
97644;180;0.017%
62322;180;0.017%
19565;180;0.017%
36807;180;0.017%
43190;180;0.017%
17096;180;0.017%
79549;179;0.017%
78744;179;0.017%
112976;179;0.017%
105444;179;0.017%
35961;179;0.017%
50356;179;0.017%
86319;178;0.016%
36368;178;0.016%
85933;178;0.016%
15045;178;0.016%
106251;178;0.016%
49609;178;0.016%
3403;178;0.016%
65553;178;0.016%
19307;177;0.016%
19211;177;0.016%
30240;177;0.016%
14344;177;0.016%
2638;177;0.016%
84759;177;0.016%
1465;177;0.016%
17214;176;0.016%
23055;176;0.016%
35732;176;0.016%
94843;176;0.016%
30571;176;0.016%
67119;176;0.016%
38262;176;0.016%
50287;176;0.016%
82587;175;0.016%
70181;175;0.016%
18992;175;0.016%
39401;175;0.016%
63853;175;0.016%
66652;175;0.016%
64271;175;0.016%
120244;175;0.016%
105930;175;0.016%
56496;175;0.016%
6627;175;0.016%
3513;175;0.016%
6462;175;0.016%
121368;175;0.016%
23889;174;0.016%
3906;174;0.016%
120328;174;0.016%
50321;174;0.016%
8507;174;0.016%
30219;174;0.016%
40235;174;0.016%
121398;173;0.016%
101934;173;0.016%
103883;173;0.016%
14444;173;0.016%
24720;173;0.016%
21524;173;0.016%
111053;173;0.016%
99731;173;0.016%
6911;173;0.016%
35162;173;0.016%
62146;173;0.016%
84363;172;0.016%
114603;172;0.016%
24660;172;0.016%
68691;172;0.016%
47113;172;0.016%
61560;172;0.016%
49739;172;0.016%
30437;171;0.016%
121827;171;0.016%
16636;171;0.016%
6811;171;0.016%
119924;171;0.016%
35950;171;0.016%
36162;171;0.016%
50552;170;0.016%
43234;170;0.016%
112224;170;0.016%
80861;170;0.016%
119977;170;0.016%
39935;170;0.016%
104919;170;0.016%
62974;170;0.016%
50642;169;0.016%
67592;169;0.016%
84805;169;0.016%
89482;169;0.016%
62885;169;0.016%
14921;168;0.016%
120266;168;0.016%
86920;168;0.016%
48911;168;0.016%
50171;168;0.016%
54656;168;0.016%
50372;168;0.016%
67038;168;0.016%
9447;167;0.015%
67881;167;0.015%
99847;167;0.015%
99841;167;0.015%
28506;167;0.015%
37036;166;0.015%
98196;166;0.015%
41225;166;0.015%
60079;166;0.015%
113194;166;0.015%
78958;166;0.015%
3463;165;0.015%
50664;165;0.015%
49889;165;0.015%
68026;165;0.015%
111217;165;0.015%
1016;165;0.015%
49605;165;0.015%
104889;165;0.015%
84173;165;0.015%
72252;165;0.015%
92196;165;0.015%
29050;165;0.015%
88897;165;0.015%
50204;164;0.015%
96624;164;0.015%
52621;164;0.015%
120567;164;0.015%
49763;164;0.015%
116489;164;0.015%
24762;164;0.015%
27550;163;0.015%
112526;163;0.015%
38501;163;0.015%
62671;163;0.015%
64694;163;0.015%
3953;163;0.015%
27290;163;0.015%
4169;163;0.015%
15968;163;0.015%
3922;163;0.015%
120260;163;0.015%
13732;163;0.015%
43548;163;0.015%
89806;163;0.015%
16657;163;0.015%
13995;163;0.015%
21816;162;0.015%
