entity_id;total_amount_of_triples;relative_amount_of_triples
22322;16;0.032%
3892;16;0.032%
1289;16;0.032%
22252;16;0.032%
12923;16;0.032%
8884;16;0.032%
13587;16;0.032%
12178;15;0.03%
15095;15;0.03%
20941;15;0.03%
9364;15;0.03%
7904;15;0.03%
5674;15;0.03%
7765;15;0.03%
8618;15;0.03%
13652;15;0.03%
3953;15;0.03%
12918;15;0.03%
9982;15;0.03%
7199;15;0.03%
22324;15;0.03%
8517;15;0.03%
12188;15;0.03%
8535;15;0.03%
11985;15;0.03%
9559;15;0.03%
12896;15;0.03%
12114;15;0.03%
7396;15;0.03%
81;15;0.03%
12044;15;0.03%
13519;15;0.03%
12004;15;0.03%
11034;15;0.03%
20844;15;0.03%
21901;15;0.03%
1406;15;0.03%
5125;15;0.03%
18699;15;0.03%
11850;15;0.03%
11040;15;0.03%
11071;15;0.03%
22122;15;0.03%
21053;15;0.03%
3059;15;0.03%
10838;15;0.03%
20366;15;0.03%
12019;15;0.03%
10512;15;0.03%
21836;15;0.03%
11784;15;0.03%
12811;15;0.03%
12805;15;0.03%
15079;15;0.03%
879;15;0.03%
22087;15;0.03%
11413;15;0.03%
15861;15;0.03%
22066;15;0.03%
17754;15;0.03%
3826;15;0.03%
4098;15;0.03%
8883;15;0.03%
4251;15;0.03%
4313;15;0.03%
16566;14;0.028%
8413;14;0.028%
3298;14;0.028%
11127;14;0.028%
13321;14;0.028%
10967;14;0.028%
22092;14;0.028%
12363;14;0.028%
15394;14;0.028%
7124;14;0.028%
15799;14;0.028%
17470;14;0.028%
10991;14;0.028%
8071;14;0.028%
16083;14;0.028%
4184;14;0.028%
16275;14;0.028%
16006;14;0.028%
9427;14;0.028%
5689;14;0.028%
10969;14;0.028%
13495;14;0.028%
22365;14;0.028%
2946;14;0.028%
827;14;0.028%
12868;14;0.028%
22053;14;0.028%
11436;14;0.028%
4252;14;0.028%
10994;14;0.028%
9447;14;0.028%
3490;14;0.028%
8571;14;0.028%
4838;14;0.028%
12875;14;0.028%
13490;14;0.028%
3002;14;0.028%
5105;14;0.028%
10301;14;0.028%
12077;14;0.028%
10543;14;0.028%
8809;14;0.028%
260;14;0.028%
12737;14;0.028%
13184;14;0.028%
11259;14;0.028%
15739;14;0.028%
16063;14;0.028%
20913;14;0.028%
19162;14;0.028%
8523;14;0.028%
2370;14;0.028%
12917;14;0.028%
8543;14;0.028%
18213;14;0.028%
20549;14;0.028%
15025;14;0.028%
12206;14;0.028%
6752;14;0.028%
12780;14;0.028%
12829;14;0.028%
3061;14;0.028%
8437;14;0.028%
20985;14;0.028%
21592;14;0.028%
12806;14;0.028%
19194;14;0.028%
2112;14;0.028%
16130;14;0.028%
15633;14;0.028%
2337;14;0.028%
8815;14;0.028%
9127;14;0.028%
5131;14;0.028%
8741;13;0.026%
3218;13;0.026%
9384;13;0.026%
8621;13;0.026%
16518;13;0.026%
2873;13;0.026%
16475;13;0.026%
11293;13;0.026%
9126;13;0.026%
12795;13;0.026%
8274;13;0.026%
13621;13;0.026%
8371;13;0.026%
20560;13;0.026%
7005;13;0.026%
12847;13;0.026%
15813;13;0.026%
13089;13;0.026%
1621;13;0.026%
11942;13;0.026%
790;13;0.026%
20959;13;0.026%
11961;13;0.026%
12887;13;0.026%
15216;13;0.026%
2369;13;0.026%
21915;13;0.026%
14944;13;0.026%
7114;13;0.026%
21825;13;0.026%
699;13;0.026%
10451;13;0.026%
10035;13;0.026%
1253;13;0.026%
11323;13;0.026%
15786;13;0.026%
7068;13;0.026%
17638;13;0.026%
583;13;0.026%
7003;13;0.026%
17890;13;0.026%
12099;13;0.026%
12198;13;0.026%
9214;13;0.026%
1990;13;0.026%
21864;13;0.026%
1256;13;0.026%
2504;13;0.026%
16000;13;0.026%
1113;13;0.026%
15607;13;0.026%
18129;13;0.026%
10999;13;0.026%
709;13;0.026%
17291;13;0.026%
10063;13;0.026%
9196;13;0.026%
9052;13;0.026%
20392;13;0.026%
9378;13;0.026%
9215;13;0.026%
4253;13;0.026%
4233;13;0.026%
21403;13;0.026%
8401;13;0.026%
16308;13;0.026%
13480;13;0.026%
8557;13;0.026%
21578;13;0.026%
10928;13;0.026%
7388;13;0.026%
13778;13;0.026%
9877;13;0.026%
9192;13;0.026%
6576;13;0.026%
9851;13;0.026%
16314;13;0.026%
1409;13;0.026%
416;13;0.026%
30;13;0.026%
14415;13;0.026%
21856;13;0.026%
2748;13;0.026%
17226;13;0.026%
21146;13;0.026%
6631;13;0.026%
677;13;0.026%
22363;13;0.026%
12438;13;0.026%
11066;13;0.026%
16588;13;0.026%
13775;13;0.026%
7983;13;0.026%
61;13;0.026%
16381;13;0.026%
10292;13;0.026%
3001;13;0.026%
11856;13;0.026%
16265;12;0.024%
11993;12;0.024%
9232;12;0.024%
10166;12;0.024%
9228;12;0.024%
9767;12;0.024%
11464;12;0.024%
21605;12;0.024%
9401;12;0.024%
12003;12;0.024%
415;12;0.024%
20497;12;0.024%
21608;12;0.024%
13793;12;0.024%
15685;12;0.024%
13990;12;0.024%
15078;12;0.024%
18242;12;0.024%
762;12;0.024%
15030;12;0.024%
22175;12;0.024%
22002;12;0.024%
2123;12;0.024%
17698;12;0.024%
20757;12;0.024%
2713;12;0.024%
8429;12;0.024%
17438;12;0.024%
5688;12;0.024%
6560;12;0.024%
13842;12;0.024%
8602;12;0.024%
19597;12;0.024%
6248;12;0.024%
9449;12;0.024%
12054;12;0.024%
2192;12;0.024%
11378;12;0.024%
3891;12;0.024%
15091;12;0.024%
7063;12;0.024%
8449;12;0.024%
21713;12;0.024%
14379;12;0.024%
16183;12;0.024%
21669;12;0.024%
15651;12;0.024%
21742;12;0.024%
9961;12;0.024%
7974;12;0.024%
11279;12;0.024%
15445;12;0.024%
4249;12;0.024%
16189;12;0.024%
10287;12;0.024%
18312;12;0.024%
12014;12;0.024%
15076;12;0.024%
10455;12;0.024%
10985;12;0.024%
15983;12;0.024%
2002;12;0.024%
21594;12;0.024%
15018;12;0.024%
2878;12;0.024%
11969;12;0.024%
9882;12;0.024%
3375;12;0.024%
2693;12;0.024%
11025;12;0.024%
16244;12;0.024%
17615;12;0.024%
10355;12;0.024%
12329;12;0.024%
12717;12;0.024%
14872;12;0.024%
8612;12;0.024%
19307;12;0.024%
12034;12;0.024%
800;12;0.024%
15093;12;0.024%
16228;12;0.024%
18221;12;0.024%
12915;12;0.024%
15354;12;0.024%
12504;12;0.024%
16758;12;0.024%
14280;12;0.024%
8569;12;0.024%
21614;12;0.024%
17208;12;0.024%
10687;12;0.024%
3853;12;0.024%
8305;12;0.024%
8592;12;0.024%
4169;12;0.024%
5432;12;0.024%
13574;12;0.024%
6462;12;0.024%
4301;12;0.024%
6141;12;0.024%
4315;12;0.024%
17069;12;0.024%
3884;12;0.024%
4658;12;0.024%
8619;12;0.024%
5290;12;0.024%
17785;12;0.024%
12963;12;0.024%
4620;12;0.024%
656;12;0.024%
16727;11;0.022%
9436;11;0.022%
22354;11;0.022%
12085;11;0.022%
21629;11;0.022%
15038;11;0.022%
3838;11;0.022%
15949;11;0.022%
2968;11;0.022%
9843;11;0.022%
3858;11;0.022%
13088;11;0.022%
21865;11;0.022%
15996;11;0.022%
15978;11;0.022%
12343;11;0.022%
18137;11;0.022%
18005;11;0.022%
18291;11;0.022%
13203;11;0.022%
10362;11;0.022%
2700;11;0.022%
18101;11;0.022%
7933;11;0.022%
3874;11;0.022%
18231;11;0.022%
10584;11;0.022%
19238;11;0.022%
404;11;0.022%
9124;11;0.022%
12953;11;0.022%
16045;11;0.022%
11078;11;0.022%
19467;11;0.022%
2446;11;0.022%
691;11;0.022%
8444;11;0.022%
2448;11;0.022%
12362;11;0.022%
8559;11;0.022%
21878;11;0.022%
10956;11;0.022%
18471;11;0.022%
671;11;0.022%
15070;11;0.022%
12820;11;0.022%
3229;11;0.022%
11020;11;0.022%
13190;11;0.022%
21618;11;0.022%
611;11;0.022%
12560;11;0.022%
16856;11;0.022%
9553;11;0.022%
7701;11;0.022%
16393;11;0.022%
13981;11;0.022%
11970;11;0.022%
9564;11;0.022%
11016;11;0.022%
9345;11;0.022%
14667;11;0.022%
11130;11;0.022%
22355;11;0.022%
3338;11;0.022%
13095;11;0.022%
680;11;0.022%
8403;11;0.022%
17051;11;0.022%
15329;11;0.022%
20774;11;0.022%
21730;11;0.022%
1570;11;0.022%
8800;11;0.022%
16294;11;0.022%
4091;11;0.022%
22369;11;0.022%
7590;11;0.022%
6062;11;0.022%
12477;11;0.022%
22321;11;0.022%
10587;11;0.022%
6304;11;0.022%
10592;11;0.022%
1031;11;0.022%
10530;11;0.022%
17024;11;0.022%
9801;11;0.022%
15132;11;0.022%
18527;11;0.022%
1008;11;0.022%
3736;11;0.022%
15544;11;0.022%
6452;11;0.022%
13554;11;0.022%
12080;11;0.022%
12005;11;0.022%
12064;11;0.022%
9434;11;0.022%
21809;11;0.022%
17887;11;0.022%
10480;11;0.022%
331;11;0.022%
8807;11;0.022%
10540;11;0.022%
13392;11;0.022%
14225;11;0.022%
2600;11;0.022%
7898;11;0.022%
4543;11;0.022%
6506;11;0.022%
8617;11;0.022%
5330;11;0.022%
18220;11;0.022%
1475;11;0.022%
8475;11;0.022%
12774;11;0.022%
20768;11;0.022%
4331;11;0.022%
12993;11;0.022%
9233;11;0.022%
7593;11;0.022%
17439;11;0.022%
22152;11;0.022%
8487;11;0.022%
2546;11;0.022%
15906;11;0.022%
13111;11;0.022%
4573;11;0.022%
1112;11;0.022%
13596;11;0.022%
12773;11;0.022%
6877;11;0.022%
19543;11;0.022%
11839;11;0.022%
21827;11;0.022%
803;11;0.022%
21061;11;0.022%
16821;11;0.022%
9365;11;0.022%
21860;11;0.022%
15790;11;0.022%
3079;11;0.022%
8740;11;0.022%
4503;11;0.022%
22162;10;0.02%
6505;10;0.02%
18127;10;0.02%
11032;10;0.02%
9216;10;0.02%
4657;10;0.02%
8329;10;0.02%
20855;10;0.02%
10260;10;0.02%
8608;10;0.02%
15795;10;0.02%
1233;10;0.02%
14659;10;0.02%
20501;10;0.02%
9963;10;0.02%
5108;10;0.02%
6616;10;0.02%
19067;10;0.02%
7671;10;0.02%
10261;10;0.02%
12922;10;0.02%
15005;10;0.02%
17660;10;0.02%
780;10;0.02%
16429;10;0.02%
21664;10;0.02%
9021;10;0.02%
14192;10;0.02%
3032;10;0.02%
16049;10;0.02%
11092;10;0.02%
14173;10;0.02%
9217;10;0.02%
9533;10;0.02%
660;10;0.02%
8496;10;0.02%
9123;10;0.02%
21089;10;0.02%
9825;10;0.02%
108;10;0.02%
21943;10;0.02%
21582;10;0.02%
15922;10;0.02%
728;10;0.02%
56;10;0.02%
7516;10;0.02%
12106;10;0.02%
11563;10;0.02%
8241;10;0.02%
12120;10;0.02%
11989;10;0.02%
10058;10;0.02%
16525;10;0.02%
10135;10;0.02%
10487;10;0.02%
8969;10;0.02%
6993;10;0.02%
2629;10;0.02%
13170;10;0.02%
12101;10;0.02%
2257;10;0.02%
10340;10;0.02%
11037;10;0.02%
20508;10;0.02%
1976;10;0.02%
13397;10;0.02%
7504;10;0.02%
14504;10;0.02%
8392;10;0.02%
398;10;0.02%
17621;10;0.02%
15016;10;0.02%
16011;10;0.02%
17729;10;0.02%
21209;10;0.02%
1096;10;0.02%
7349;10;0.02%
6057;10;0.02%
2947;10;0.02%
905;10;0.02%
16388;10;0.02%
16766;10;0.02%
16941;10;0.02%
20753;10;0.02%
1798;10;0.02%
1597;10;0.02%
16114;10;0.02%
4421;10;0.02%
9376;10;0.02%
4103;10;0.02%
16799;10;0.02%
4176;10;0.02%
12018;10;0.02%
8018;10;0.02%
12561;10;0.02%
16024;10;0.02%
17095;10;0.02%
17487;10;0.02%
705;10;0.02%
9231;10;0.02%
18230;10;0.02%
10409;10;0.02%
17751;10;0.02%
972;10;0.02%
13751;10;0.02%
13902;10;0.02%
9749;10;0.02%
4297;10;0.02%
737;10;0.02%
4685;10;0.02%
4207;10;0.02%
12029;10;0.02%
16505;10;0.02%
12140;10;0.02%
16467;10;0.02%
8596;10;0.02%
10513;10;0.02%
10486;10;0.02%
5693;10;0.02%
11682;10;0.02%
5670;10;0.02%
2382;10;0.02%
12957;10;0.02%
14282;10;0.02%
4172;10;0.02%
6346;10;0.02%
16790;10;0.02%
22057;10;0.02%
90;10;0.02%
4783;10;0.02%
19352;10;0.02%
8965;10;0.02%
9259;10;0.02%
89;10;0.02%
1525;10;0.02%
7764;10;0.02%
20490;10;0.02%
4586;10;0.02%
5870;10;0.02%
4227;10;0.02%
8626;10;0.02%
2442;10;0.02%
4255;10;0.02%
